bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
1585449	27	0	25	0	0	0	0	0
1585459	26	0	23	0	0	0	0	0
1585469	28	0	24	0	0	0	0	0
1585479	29	0	21	0	0	0	1	1
1585489	30	0	18	0	0	0	1	1
1585499	31	0	16	0	0	0	1	1
1585509	30	0	14	0	0	0	0	0
1585519	32	0	15	0	0	0	0	0
1585529	31	0	13	0	0	0	0	0
1585539	32	0	14	0	0	0	0	0
1585549	33	0	14	0	0	0	0	0
1585559	31	0	12	0	0	0	0	0
1585569	34	0	13	0	0	0	0	0
1585579	33	0	12	0	0	0	0	0
1585589	35	0	14	0	0	0	0	0
1585599	31	0	14	0	0	0	0	0
1585609	31	0	14	0	0	0	0	0
1585619	33	0	14	0	0	0	0	0
1585629	32	0	12	0	0	0	0	0
1585639	32	0	13	0	0	0	0	0
1585649	37	0	13	0	0	0	0	0
1585659	40	0	16	0	0	0	0	0
1585669	42	0	17	0	0	0	1	1
1585679	40	0	18	0	0	0	1	1
1585689	40	0	17	0	0	0	1	1
1585699	42	0	22	0	0	0	1	1
1585709	43	0	22	0	0	0	1	1
1585719	42	0	22	0	0	0	1	1
1585729	43	0	23	0	0	0	1	1
1585739	44	0	24	0	0	0	1	1
1585749	48	0	25	0	0	0	1	1
1585759	43	0	21	0	0	0	1	1
1585769	42	0	18	0	0	0	0	0
1585779	41	0	18	0	0	0	0	0
1585789	45	0	18	0	0	0	1	1
1585799	48	0	19	0	0	0	1	1
1585809	50	1	18	0	0	0	1	1
1585819	51	1	17	0	0	0	1	1
1585829	53	1	19	0	0	0	1	1
1585839	55	1	23	0	0	0	1	1
1585849	53	1	24	0	0	0	1	1
1585859	49	1	22	0	0	0	1	1
1585869	44	1	20	0	0	0	1	1
1585879	41	1	20	0	0	0	4	4
1585889	43	1	20	0	0	0	8	8
1585899	49	1	24	0	0	0	18	18
1585909	48	1	25	0	0	0	21	21
1585919	46	1	24	0	0	0	25	25
1585929	40	0	23	0	0	0	25	25
1585939	38	0	22	0	0	0	25	25
1585949	46	0	22	0	0	0	33	33
1585959	50	0	21	0	0	0	37	37
1585969	59	0	24	2	0	0	46	46
1585979	72	0	31	2	0	0	50	50
1585989	54	0	22	2	0	0	27	27
1585999	63	0	26	2	0	0	28	28
1586009	64	0	26	2	0	0	27	27
1586019	67	0	29	2	0	0	27	27
1586029	72	0	31	2	0	0	27	27
1586039	75	0	32	2	0	0	27	27
1586049	78	0	33	2	0	0	27	27
1586059	50	0	23	0	0	0	0	0
1586069	50	0	23	0	0	0	0	0
1586079	50	0	24	0	0	0	0	0
1586089	50	0	22	0	0	0	0	0
1586099	52	0	24	0	0	0	0	0
1586109	47	0	22	0	0	0	0	0
1586119	47	0	21	0	0	0	0	0
1586129	51	0	24	0	0	0	0	0
1586139	51	0	24	0	0	0	0	0
1586149	52	0	27	0	0	0	1	1
1586159	54	0	28	0	0	0	1	1
1586169	58	0	27	0	0	0	1	1
1586179	61	0	30	0	0	0	1	1
1586189	67	0	30	0	0	0	2	2
1586199	62	0	28	0	0	0	2	2
1586209	65	0	29	2	0	0	2	2
1586219	67	0	29	2	0	0	2	2
1586229	68	0	29	2	0	0	2	2
1586239	66	0	27	2	0	0	2	2
1586249	64	0	24	2	0	0	1	1
1586259	61	0	21	2	0	0	1	1
1586269	56	0	20	2	0	0	1	1
1586279	53	0	22	2	0	0	1	1
1586289	49	0	20	2	0	0	0	0
1586299	47	0	20	2	0	0	0	0
1586309	46	0	23	2	0	0	0	0
1586319	45	0	24	0	0	0	0	0
1586329	39	0	22	0	0	0	0	0
1586339	39	0	23	0	0	0	0	0
1586349	47	1	26	0	0	0	1	1
1586359	52	1	30	0	0	0	1	1
1586369	54	1	30	0	0	0	1	1
1586379	55	1	30	0	0	0	1	1
1586389	54	1	30	0	0	0	1	1
1586399	57	1	32	0	0	0	1	1
1586409	58	1	34	0	0	0	1	1
1586419	58	1	32	0	0	0	1	1
1586429	57	1	33	0	0	0	1	1
1586439	61	1	35	0	0	0	2	2
