bin	total	mapQltT	mapQ0
1585449	32	0	0
1585459	32	0	0
1585469	31	0	0
1585479	29	0	0
1585489	31	0	0
1585499	32	0	0
1585509	30	1	0
1585519	31	1	0
1585529	29	1	0
1585539	30	1	0
1585549	30	1	0
1585559	30	1	0
1585569	30	1	0
1585579	30	1	0
1585589	31	1	1
1585599	29	0	1
1585609	27	0	1
1585619	29	0	1
1585629	28	0	1
1585639	29	0	1
1585649	31	0	1
1585659	36	0	1
1585669	37	0	1
1585679	38	1	0
1585689	37	1	0
1585699	37	1	0
1585709	40	1	0
1585719	40	1	0
1585729	37	1	0
1585739	40	1	0
1585749	40	1	0
1585759	38	0	0
1585769	38	0	0
1585779	39	0	0
1585789	42	0	0
1585799	45	0	0
1585809	44	0	0
1585819	48	0	0
1585829	48	0	0
1585839	49	0	0
1585849	48	0	0
1585859	46	0	0
1585869	40	0	0
1585879	38	0	0
1585889	37	0	0
1585899	41	0	0
1585909	41	0	0
1585919	39	2	0
1585929	39	3	0
1585939	34	3	0
1585949	38	3	0
1585959	45	3	0
1585969	53	3	0
1585979	42	1	0
1585989	50	2	0
1585999	59	2	0
1586009	62	2	1
1586019	65	2	1
1586029	70	2	1
1586039	74	2	1
1586049	53	0	0
1586059	46	0	0
1586069	46	0	0
1586079	46	0	0
1586089	41	0	0
1586099	45	0	0
1586109	44	0	0
1586119	43	0	0
1586129	46	0	0
1586139	46	0	0
1586149	47	0	0
1586159	48	0	0
1586169	53	0	0
1586179	58	0	0
1586189	60	0	0
1586199	58	0	0
1586209	59	0	0
1586219	64	0	0
1586229	61	0	0
1586239	60	0	0
1586249	60	0	0
1586259	57	0	0
1586269	51	0	0
1586279	45	0	0
1586289	43	0	0
1586299	41	0	0
1586309	40	0	0
1586319	38	0	0
1586329	33	0	0
1586339	33	0	0
1586349	40	0	0
1586359	47	0	0
1586369	50	0	0
1586379	51	0	0
1586389	50	0	0
1586399	52	0	0
1586409	53	0	0
1586419	53	0	0
1586429	54	0	0
1586439	56	0	0
