1585449	233,305
1585459	346
1585469	374
1585479	468,277,263,270
1585489	277,275,310,360
1585499	442,296
1585509	272,403
1585519	398
1585529	384
1585539	
1585549	337
1585559	319,325
1585569	295,258,363
1585579	
1585589	557,339,353
1585599	
1585609	248,303
1585619	357,319,392,264,290
1585629	316,344
1585639	
1585649	189,200,291,465,154
1585659	291
1585669	274,305
1585679	
1585689	248,375
1585699	
1585709	267
1585719	254
1585729	309,243,242
1585739	161,234,305,304
1585749	335,278,269
1585759	325,351,439,335
1585769	235,207,350,205
1585779	376
1585789	261,298,224,203
1585799	226,232,274,321
1585809	169,289
1585819	184,256,271
1585829	
1585839	253
1585849	285
1585859	261
1585869	
1585879	300,353
1585889	382,267,234
1585899	331,264,289,349,297
1585909	
1585919	180,237
1585929	
1585939	
1585949	255,259,293,402,415,425,286,313,358
1585959	102,299,332,254,502,284
1585969	225,243,285,317,441
1585979	270,329,208,301,432
1585989	329,404,333,316
1585999	334,317,410,327,288
1586009	219
1586019	
1586029	311,251,348
1586039	306,340
1586049	202,444
1586059	491,182,361
1586069	376,323
1586079	378
1586089	456,350,316,333,436,389
1586099	531,315,339
1586109	274
1586119	389,416,303
1586129	385
1586139	311
1586149	316
1586159	306,295,387
1586169	300,419,232,148,499,276,329
1586179	313,305,350
1586189	499,321,211,248,371,410
1586199	301,358,379,318
1586209	242,284
1586219	275,379,329,251
1586229	356,295,332,337
1586239	412
1586249	302,255
1586259	422
1586269	
1586279	353,412
1586289	284,526
1586299	230,336
1586309	305
1586319	297
1586329	274
1586339	277,289,323
1586349	298,292,244,262,146
1586359	573,362
1586369	267,364,357,307
1586379	367
1586389	176
1586399	260,290,361
1586409	459
1586419	188,352
1586429	
1586439	326,171,305
