bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
885724	26	0	0	1	0	0	0	0
885734	31	0	0	1	0	0	0	0
885744	34	0	0	1	0	0	0	0
885754	35	0	0	1	0	0	0	0
885764	36	0	0	1	0	0	0	0
885774	41	0	0	1	0	0	0	0
885784	47	0	0	1	0	0	0	0
885794	52	1	0	1	0	0	0	0
885804	57	1	0	1	0	0	0	0
885814	62	1	0	1	0	0	1	1
885824	65	1	0	1	0	0	1	1
885834	64	1	0	1	0	0	1	1
885844	69	1	0	1	0	0	1	1
885854	69	1	0	1	0	0	1	1
885864	70	1	0	1	0	0	2	2
885874	69	1	0	1	0	0	3	3
885884	67	1	0	1	0	0	3	3
885894	63	1	0	1	0	0	3	3
885904	62	0	0	1	0	0	3	3
885914	60	0	0	1	0	0	2	2
885924	64	0	0	1	0	0	2	2
885934	64	0	0	1	0	0	3	3
885944	63	0	0	1	0	0	3	3
885954	58	0	0	1	0	0	3	3
885964	65	0	0	2	0	0	4	4
885974	65	0	0	2	0	0	4	4
885984	65	0	0	1	0	0	3	3
885994	69	0	0	1	0	0	3	3
886004	69	0	0	1	0	0	3	3
886014	71	0	0	1	0	0	3	3
886024	75	0	0	1	0	0	3	3
886034	72	0	0	1	0	0	3	3
886044	69	0	0	1	0	0	3	3
886054	69	0	0	0	0	0	2	2
886064	64	0	0	0	0	0	2	2
886074	56	0	0	0	0	0	0	0
886084	56	0	0	0	0	0	0	0
886094	59	0	0	0	0	0	0	0
886104	60	0	0	0	0	0	0	0
886114	58	0	0	0	0	0	0	0
886124	54	0	0	0	0	0	0	0
886134	48	0	0	0	0	0	0	0
886144	49	0	0	0	0	0	0	0
886154	55	0	0	0	0	0	11	11
886164	57	0	0	0	0	0	15	15
886174	57	0	0	0	0	0	18	18
886184	62	0	0	0	0	0	24	24
886194	64	0	0	0	0	0	30	30
886204	59	0	0	0	0	4	34	34
886214	56	0	0	0	0	7	37	37
886224	66	0	0	0	0	18	50	50
886234	68	0	0	0	0	18	52	52
886244	68	0	0	0	0	18	55	55
886254	72	0	0	0	0	18	58	58
886264	43	0	0	0	0	6	23	23
886274	43	0	0	0	0	2	19	19
886284	45	0	0	0	0	0	17	17
886294	50	0	0	0	0	0	17	17
886304	55	0	0	0	0	0	17	17
886314	66	0	0	0	0	0	17	17
886324	72	0	0	0	0	0	17	17
886334	61	0	0	0	0	0	0	0
886344	63	0	0	0	0	0	0	0
886354	68	0	0	0	0	0	0	0
886364	65	0	0	0	0	0	0	0
886374	68	0	0	0	0	0	0	0
886384	67	0	0	0	0	0	0	0
886394	67	0	0	0	0	0	1	1
886404	66	0	0	0	0	0	1	1
886414	65	0	0	0	0	0	1	1
886424	61	0	0	0	0	0	2	2
886434	58	0	0	0	0	0	2	2
886444	57	0	0	0	0	0	2	2
886454	60	0	0	0	0	0	2	2
886464	52	0	0	0	0	0	1	1
886474	48	0	0	0	0	0	1	1
886484	46	0	0	0	0	0	1	1
886494	42	0	0	0	0	0	0	0
886504	43	0	0	0	0	0	0	0
886514	45	0	0	0	0	0	0	0
886524	45	0	0	0	0	0	0	0
886534	47	0	0	0	0	0	0	0
886544	47	1	0	0	0	0	1	1
886554	45	1	0	0	0	0	1	1
886564	42	1	0	0	0	0	1	1
886574	46	1	0	0	0	0	1	1
886584	46	1	0	0	0	0	1	1
886594	48	1	0	0	0	0	1	1
886604	49	1	0	0	0	0	1	1
886614	55	1	0	1	0	1	2	2
886624	53	1	0	1	0	1	5	5
886634	48	0	0	1	0	1	4	4
886644	45	0	0	1	0	1	4	4
886654	45	0	0	1	0	1	4	4
886664	46	0	0	1	0	1	5	5
886674	42	0	0	0	0	0	4	4
886684	38	0	0	0	0	0	4	4
886694	38	0	0	0	0	0	3	3
886704	33	0	0	0	0	0	3	3
886714	31	0	0	0	0	0	3	3
