bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	23	0	0	0	0	0	0	0
3450297	25	0	0	0	0	0	0	0
3450307	26	0	0	0	0	0	0	0
3450317	29	0	0	0	0	0	0	0
3450327	35	0	0	0	0	0	0	0
3450337	38	0	0	0	0	0	0	0
3450347	46	0	0	0	0	0	0	0
3450357	44	0	0	0	0	0	0	0
3450367	49	0	0	0	0	0	0	0
3450377	52	0	0	0	0	0	0	0
3450387	51	0	0	0	0	0	0	0
3450397	51	0	0	0	0	0	0	0
3450407	50	0	0	0	0	0	0	0
3450417	54	0	0	0	0	0	0	0
3450427	53	0	0	0	0	0	0	0
3450437	53	0	0	0	0	0	0	0
3450447	52	0	0	0	0	0	0	0
3450457	50	0	0	0	0	0	1	1
3450467	47	0	0	0	0	0	1	1
3450477	48	0	0	0	0	0	1	1
3450487	49	0	0	0	0	0	1	1
3450497	49	0	0	0	0	0	1	1
3450507	46	0	0	0	0	0	1	1
3450517	55	0	0	0	0	0	1	1
3450527	51	0	0	0	0	0	1	1
3450537	53	0	0	0	0	0	1	1
3450547	52	0	0	0	0	0	1	1
3450557	49	0	0	0	0	0	1	1
3450567	55	0	0	0	0	0	0	0
3450577	58	0	0	0	0	0	0	0
3450587	58	0	0	0	0	0	0	0
3450597	57	0	0	0	0	0	0	0
3450607	57	0	0	0	0	0	0	0
3450617	59	0	0	0	0	0	0	0
3450627	56	0	0	0	0	0	0	0
3450637	60	0	0	0	0	0	0	0
3450647	58	0	0	0	0	0	0	0
3450657	61	0	0	0	0	0	0	0
3450667	65	0	0	0	0	0	0	0
3450677	59	0	0	0	0	0	0	0
3450687	59	0	0	0	0	0	0	0
3450697	57	0	0	0	0	0	1	1
3450707	59	0	0	0	0	0	1	1
3450717	58	0	0	0	0	0	1	1
3450727	61	0	0	0	0	0	1	1
3450737	60	0	0	0	0	0	1	1
3450747	56	0	0	0	0	0	1	1
3450757	53	0	0	0	0	0	1	1
3450767	51	0	0	0	0	0	1	1
3450777	51	0	0	0	0	0	1	1
3450787	49	0	0	0	0	0	1	1
3450797	49	0	0	0	0	0	2	2
3450807	48	0	0	0	0	0	1	1
3450817	47	0	0	0	0	0	1	1
3450827	53	0	0	0	0	0	1	1
3450837	54	0	0	0	0	0	1	1
3450847	51	0	0	0	0	0	2	2
3450857	53	0	0	0	0	0	2	2
3450867	61	0	0	0	0	0	3	3
3450877	59	0	0	0	0	0	3	3
3450887	59	0	0	0	0	0	3	3
3450897	60	0	0	0	0	0	2	2
3450907	60	0	0	0	0	0	2	2
3450917	63	0	0	0	0	0	2	2
3450927	65	0	0	0	0	0	2	2
3450937	60	0	0	0	0	0	2	2
3450947	60	0	0	0	0	0	1	1
3450957	58	0	0	0	0	0	0	0
3450967	56	0	0	0	0	0	0	0
3450977	50	0	0	0	0	0	0	0
3450987	48	0	0	0	0	0	0	0
3450997	50	0	0	0	0	0	0	0
3451007	51	0	0	0	0	0	2	2
3451017	52	0	0	0	0	0	2	2
3451027	50	0	0	0	0	0	2	2
3451037	48	0	0	0	0	0	2	2
3451047	52	0	0	0	0	0	2	2
3451057	49	0	0	0	0	0	2	2
3451067	52	0	0	0	0	0	2	2
3451077	54	0	0	0	0	0	1	1
3451087	52	0	0	0	0	0	1	1
3451097	53	0	0	0	0	0	0	0
3451107	53	0	0	0	0	0	0	0
3451117	52	0	0	0	0	0	0	0
3451127	54	0	0	0	0	0	0	0
3451137	50	0	0	0	0	0	0	0
3451147	49	0	0	0	0	0	1	1
3451157	43	0	0	0	0	0	1	1
3451167	42	0	0	0	0	0	1	1
3451177	42	0	0	0	0	0	1	1
3451187	42	0	0	0	0	0	1	1
3451197	43	0	0	0	0	0	1	1
3451207	38	0	0	0	0	0	1	1
3451217	36	0	0	0	0	0	1	1
3451227	36	0	0	0	0	0	1	1
3451237	30	0	0	0	0	0	1	1
3451247	30	0	0	0	0	0	1	1
3451257	33	0	0	0	0	0	1	1
3451267	36	0	0	2	0	0	1	1
3451277	37	0	0	2	0	0	1	1
