7498859	351,343,292,455
7498875	152,356,325
7498891	353,246,384
7498907	315,343,443,256,392,381
7498923	286,290,367
7498939	319,382,365,265,270
7498955	431
7498971	305
7498987	222,296,333,322,369
7499003	NA
7499019	286
7499035	326
7499051	176,295,393,347,373,336
7499067	321,190,358,242,361,312,460
7499083	298,302,165,307
7499099	281,324
7499115	322
7499131	390,278,404,363,349,390,212
7499147	NA
7499163	292,116,465
7499179	282,253,417,380,380,301
7499195	344
7499211	NA
7499227	164
7499243	271,324,303
7499259	275,322,414
7499275	459,278,194,295
7499291	312,176,261,290,371,229,377,196,371
7499307	396,341,397,254,371
7499323	107,332,248,289,414,206,360,332
7499339	486,289,333,405,409
7499355	NA
7499371	376,146
7499387	404
7499403	NA
7499419	284
7499435	275,181,454,285,338
7499451	267,308,136,118,325,348
7499467	333,284,380
7499483	191,389,230
7499499	209,511,133,320
7499515	365,395
7499531	207,507
7499547	318,392,429,237,280,353,312
7499563	222,390,284,285
7499579	93,247,245,345
7499595	250,372,391
7499611	242,232,521,293,388,360
7499627	305,244,330,401
7499643	176,312,480,273,363,342
7499659	364,396,274,349
7499675	296,230,608,334
7499691	256,173
7499707	382,430,232,273
7499723	241,355,230
7499739	373,269,296
7499755	342,313,241,332
7499771	251,514,446,339,234
7499787	261,287,258,405
7499803	91,322
7499819	290,441,221,294
7499835	171
7499851	398,274,358
7499867	295,252,269
7499883	243,139,298,342,464
7499899	290,317,271
7499915	NA
7499931	246,393,326
7499947	323,360
7499963	NA
7499979	207,368
7499995	353,326,328
7500011	350,351,254,230,307,243,306,216
7500027	405,262,322
7500043	228,254
7500059	399
7500075	316
7500091	272
7500107	464,190
7500123	342,425
7500139	248,341,472,336,210
7500155	253
7500171	229,392,267,232
7500187	302
7500203	80,278,299,75,244,127
7500219	228
7500235	188
7500251	194,656
7500267	281,312,371,375,293,239,321,185,330,594
7500283	341,353,276,225,330,137,269
7500299	258,177
7500315	297,277
7500331	332,356
7500347	273,182,254
7500363	410,316
7500379	284,373,301,433
7500395	381,382,370
7500411	274
7500427	262
7500443	312,248,145,157
7500459	343,238,359,362
7500475	288,278,213,292,293,389,274
7500491	408,485,301,369,304
7500507	242,267,302
