7498859	NA
7498875	324,307,386,319,298
7498891	348
7498907	354,211,277,376
7498923	422
7498939	116,337,351,311
7498955	206,300
7498971	290,311,278,364,449,288
7498987	300
7499003	284,292
7499019	415,152,237,197
7499035	590
7499051	262,254,366,247,424
7499067	287,301,375,302,329,326,400
7499083	287,317
7499099	337
7499115	393,386,318,324,362
7499131	NA
7499147	246,310,387,348,423
7499163	292,256,370,418
7499179	392,464
7499195	340,353,325,367,351
7499211	222,343,286,265,270,315
7499227	176,448,356
7499243	353,165
7499259	410,190
7499275	296,384,305
7499291	116,381
7499307	392,484,286,242,322,365
7499323	333,382
7499339	NA
7499355	443,212
7499371	369,326,298
7499387	302,281,321,164,431,312,336
7499403	307,347,278
7499419	358,373,253,107
7499435	324,322,361,393
7499451	292
7499467	176
7499483	194,349
7499499	301,363,196
7499515	271,390,229
7499531	146,103,275,460,404,344,390,206
7499547	278,261,303
7499563	380,254,380,324,248
7499579	118,290,295,322
7499595	136,312,417
7499611	353,289,181
7499627	289,133,465
7499643	341
7499659	332,332,371
7499675	377,371,191,93,333,371,414
7499691	360,396
7499707	284,397,209,275
7499723	267,230,239,392,285,459
7499739	207,414,376
7499755	405,284,409,308
7499771	338
7499787	325,222,237,433,333,176
7499803	348
7499819	320,486,247,245
7499835	280,250,232
7499851	284,380,242,285,318
7499867	312,389,244,173
7499883	365,454
7499899	91,230,353,293
7499915	273,395
7499931	345,305,392,274
7499947	232,256,312,390
7499963	330,230,241,296,372
7499979	429,360,342,273
7499995	391,241,171,388
7500011	363,511,234,269,349,334,139,251
7500027	364,401
7500043	507,221,296,261,258
7500059	396,313
7500075	287
7500091	382,355,332,342
7500107	290,373
7500123	339,294,243,480,252,274,322
7500139	521,430,269
7500155	295
7500171	246,271,298
7500187	207,290
7500203	405
7500219	358,446,317,342
7500235	216,230
7500251	398,243
7500267	441,326,254,323,228
7500283	608,514,262,80
7500299	190,75,360,254
7500315	307,306,326
7500331	393,328,127
7500347	464
7500363	322,350,210,351,272
7500379	248
7500395	229,316
7500411	232,253,188
7500427	137,405,267
7500443	244,228,194
7500459	399,185,342,144
7500475	341,177,278,336
7500491	302,299
7500507	239,225
