bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
7498859	25	1	0	0	0	0	0	0
7498875	31	1	0	0	0	0	0	0
7498891	31	1	0	0	0	0	0	0
7498907	38	1	0	0	0	0	0	0
7498923	40	1	0	0	0	0	4	4
7498939	47	1	0	0	0	0	5	5
7498955	47	0	0	0	0	0	5	5
7498971	52	0	0	0	0	0	5	5
7498987	47	0	0	0	0	0	5	5
7499003	49	0	0	0	0	0	5	5
7499019	45	0	0	0	0	0	5	5
7499035	42	0	0	0	0	0	1	1
7499051	48	0	0	0	0	0	0	0
7499067	51	0	0	0	0	0	1	1
7499083	50	0	0	0	0	0	2	2
7499099	52	0	0	0	0	0	2	2
7499115	55	0	0	0	0	0	2	2
7499131	58	0	0	0	0	0	2	2
7499147	60	0	0	0	0	0	2	2
7499163	54	0	0	0	0	0	4	4
7499179	57	1	0	0	0	0	7	7
7499195	52	1	0	0	0	0	6	6
7499211	51	1	0	0	0	0	6	6
7499227	45	1	0	0	0	0	6	6
7499243	42	1	0	0	0	0	6	6
7499259	42	1	0	0	0	0	8	8
7499275	44	0	0	0	0	0	4	4
7499291	50	0	0	0	0	0	2	2
7499307	52	0	0	0	0	0	5	5
7499323	61	0	0	0	0	0	6	6
7499339	65	0	0	0	0	0	8	8
7499355	63	0	0	0	0	0	8	8
7499371	62	0	0	0	0	0	6	6
7499387	58	0	0	0	0	1	6	6
7499403	44	0	0	0	0	1	7	7
7499419	38	0	0	0	0	1	4	4
7499435	40	0	0	0	0	1	9	9
7499451	43	0	0	0	0	0	7	7
7499467	46	0	0	0	0	0	7	7
7499483	52	0	0	0	0	0	7	7
7499499	56	0	0	0	0	0	8	8
7499515	56	0	0	0	0	0	7	7
7499531	57	0	0	0	0	0	8	8
7499547	54	0	0	0	0	0	2	2
7499563	56	0	0	0	0	0	2	2
7499579	52	0	0	0	0	0	4	4
7499595	53	0	0	0	0	0	4	4
7499611	54	0	0	0	0	0	3	3
7499627	59	0	0	0	0	0	3	3
7499643	62	0	0	0	0	0	3	3
7499659	61	0	0	0	0	0	4	4
7499675	62	0	0	0	0	0	3	3
7499691	55	0	0	0	0	0	2	2
7499707	56	0	0	0	0	0	2	2
7499723	54	0	0	0	0	0	2	2
7499739	48	0	0	0	0	0	1	1
7499755	48	0	0	0	0	0	1	1
7499771	49	0	0	0	0	0	1	1
7499787	51	0	0	0	0	0	1	1
7499803	49	0	0	0	0	0	3	3
7499819	53	0	0	0	0	0	3	3
7499835	50	0	0	0	0	0	4	4
7499851	53	0	0	0	0	0	4	4
7499867	49	0	0	0	0	0	4	4
7499883	51	0	0	0	0	0	3	3
7499899	51	0	0	0	0	0	2	2
7499915	53	0	0	1	0	0	2	2
7499931	53	0	0	1	0	0	2	2
7499947	53	0	0	1	0	0	1	1
7499963	49	0	0	1	0	0	1	1
7499979	44	0	0	1	0	0	1	1
7499995	42	0	0	1	0	0	4	4
7500011	49	0	0	1	0	0	5	5
7500027	46	0	0	0	0	0	4	4
7500043	46	0	0	0	0	0	4	4
7500059	40	0	0	0	0	0	4	4
7500075	42	0	0	0	0	0	4	4
7500091	42	0	0	0	0	0	4	4
7500107	39	0	0	0	0	0	2	2
7500123	36	0	0	0	0	0	3	3
7500139	33	0	0	0	0	0	4	4
7500155	33	0	0	0	0	0	4	4
7500171	36	0	0	0	0	0	4	4
7500187	37	0	0	0	0	0	3	3
7500203	44	0	0	2	0	0	6	6
7500219	47	0	0	2	0	0	6	6
7500235	46	0	0	2	0	0	5	5
7500251	51	0	0	2	0	0	5	5
7500267	58	0	0	2	0	0	6	6
7500283	55	0	0	2	0	0	7	7
7500299	54	0	0	2	0	0	5	5
7500315	53	0	0	2	0	0	4	4
7500331	51	0	0	0	0	0	5	5
7500347	53	0	0	0	0	0	4	4
7500363	52	0	0	0	0	0	3	3
7500379	47	0	0	0	0	0	4	4
7500395	42	0	0	0	0	0	2	2
7500411	40	0	0	0	0	0	2	2
7500427	36	0	0	0	0	0	2	2
7500443	33	0	0	0	0	0	1	1
7500459	33	0	0	0	0	0	1	1
7500475	34	0	0	0	0	0	1	1
7500491	32	0	0	0	0	0	1	1
7500507	29	0	0	0	0	0	1	1
