bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	26	0	0	0	0	0	1	1
3450297	24	0	0	0	0	0	1	1
3450307	27	0	0	0	0	0	1	1
3450317	30	0	0	0	0	0	1	1
3450327	33	0	0	0	0	0	1	1
3450337	32	0	0	0	0	0	1	1
3450347	38	0	0	0	0	0	1	1
3450357	42	0	0	0	0	0	1	1
3450367	49	0	0	0	0	0	0	0
3450377	48	0	0	0	0	0	0	0
3450387	50	0	0	0	0	0	0	0
3450397	52	0	0	0	0	0	0	0
3450407	55	0	0	0	0	0	0	0
3450417	57	0	0	0	0	0	0	0
3450427	57	0	0	0	0	0	0	0
3450437	57	0	0	0	0	0	0	0
3450447	59	0	0	0	0	0	0	0
3450457	59	0	0	0	0	0	0	0
3450467	64	0	0	0	0	0	0	0
3450477	64	0	0	0	0	0	0	0
3450487	70	0	0	0	0	0	0	0
3450497	74	0	0	0	0	0	1	1
3450507	75	0	0	0	0	0	1	1
3450517	82	0	0	0	0	0	1	1
3450527	78	0	0	0	0	0	1	1
3450537	75	0	0	0	0	0	1	1
3450547	77	0	0	0	0	0	1	1
3450557	76	0	0	0	0	0	1	1
3450567	73	0	0	0	0	0	1	1
3450577	67	0	0	0	0	0	0	0
3450587	65	0	0	0	0	0	0	0
3450597	58	0	0	0	0	0	0	0
3450607	55	0	0	0	0	0	0	0
3450617	53	0	0	0	0	0	0	0
3450627	52	0	0	0	0	0	0	0
3450637	54	0	0	0	0	0	0	0
3450647	61	0	0	0	0	0	0	0
3450657	60	0	0	0	0	0	0	0
3450667	64	0	0	0	0	0	0	0
3450677	64	0	0	0	0	0	0	0
3450687	66	0	0	0	0	0	0	0
3450697	65	0	0	0	0	0	0	0
3450707	65	0	0	0	0	0	0	0
3450717	68	0	0	0	0	0	0	0
3450727	71	0	0	0	0	0	0	0
3450737	70	0	0	0	0	0	0	0
3450747	69	0	0	0	0	0	1	1
3450757	65	0	0	0	0	0	1	1
3450767	66	0	0	0	0	0	2	2
3450777	71	0	0	0	0	0	3	3
3450787	70	0	0	0	0	0	3	3
3450797	70	0	0	0	0	0	3	3
3450807	66	0	0	0	0	0	2	2
3450817	71	0	0	0	0	0	1	1
3450827	74	0	0	0	0	0	1	1
3450837	77	0	0	0	0	0	1	1
3450847	81	0	0	0	0	0	1	1
3450857	81	0	0	0	0	0	0	0
3450867	80	0	0	0	0	0	0	0
3450877	77	0	0	0	0	0	0	0
3450887	70	0	0	0	0	0	0	0
3450897	69	0	0	0	0	0	0	0
3450907	73	0	0	0	0	0	0	0
3450917	79	0	0	0	0	0	0	0
3450927	79	0	0	0	0	0	0	0
3450937	75	0	0	0	0	0	0	0
3450947	75	0	0	0	0	0	0	0
3450957	68	0	0	0	0	0	0	0
3450967	65	0	0	0	0	0	0	0
3450977	69	0	0	0	0	0	3	3
3450987	69	0	0	0	0	0	3	3
3450997	72	0	0	0	0	0	3	3
3451007	71	0	0	0	0	0	4	4
3451017	72	0	0	0	0	0	4	4
3451027	75	0	0	0	0	0	4	4
3451037	76	0	0	0	0	0	4	4
3451047	77	0	0	0	0	0	4	4
3451057	74	0	0	0	0	0	4	4
3451067	74	0	0	0	0	0	4	4
3451077	72	0	0	0	0	0	1	1
3451087	74	1	0	0	0	1	2	2
3451097	75	1	0	0	0	1	2	2
3451107	73	1	0	0	0	1	1	1
3451117	74	1	0	0	0	1	1	1
3451127	73	1	0	0	0	1	1	1
3451137	68	1	0	0	0	1	2	2
3451147	65	0	0	0	0	0	1	1
3451157	65	0	0	0	0	0	1	1
3451167	66	0	0	0	0	0	1	1
3451177	69	0	0	0	0	0	1	1
3451187	68	0	0	0	0	0	1	1
3451197	66	0	0	0	0	0	1	1
3451207	62	0	0	0	0	0	1	1
3451217	58	0	0	0	0	0	1	1
3451227	56	0	0	0	0	0	1	1
3451237	51	0	0	0	0	0	1	1
3451247	49	0	0	0	0	0	1	1
3451257	42	0	0	0	0	0	1	1
3451267	40	0	0	0	0	0	1	1
3451277	32	0	0	0	0	0	1	1
