bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
907335	65	0	0	0	0	0	2	2
907345	65	0	0	0	0	1	4	4
907355	54	0	0	0	0	1	4	4
907365	50	0	0	0	0	1	4	4
907375	42	0	0	0	0	1	4	4
907385	47	0	0	0	0	1	4	4
907395	45	0	0	0	0	1	3	3
907405	41	0	0	0	0	0	2	2
907415	39	0	0	0	0	0	0	0
907425	43	0	0	0	0	0	0	0
907435	57	0	0	0	0	0	0	0
907445	54	0	0	0	0	0	0	0
907455	53	0	0	0	0	0	0	0
907465	57	0	0	0	0	0	4	4
907475	56	0	0	0	0	0	5	5
907485	53	0	0	0	0	0	5	5
907495	47	0	0	0	0	0	6	6
907505	44	0	0	0	0	0	8	8
907515	47	0	0	0	0	0	10	10
907525	42	0	0	0	0	0	10	10
907535	38	0	0	0	0	0	14	14
907545	28	0	0	0	0	0	14	14
907555	31	0	0	0	0	0	17	17
907565	32	0	0	0	0	0	6	6
907575	32	0	0	0	0	0	7	7
907585	36	0	0	0	0	0	8	8
907595	47	0	0	0	0	0	14	14
907605	54	0	0	0	0	0	14	14
907615	57	0	0	0	0	0	14	14
907625	59	0	0	0	0	0	13	13
907635	57	0	0	0	0	0	11	11
907645	46	0	0	0	0	0	0	0
907655	50	0	0	0	0	0	0	0
907665	48	0	0	0	0	0	0	0
907675	39	0	0	0	0	0	0	0
907685	42	0	0	0	0	0	0	0
907695	40	0	0	0	0	0	0	0
907705	44	0	0	0	0	0	0	0
907715	43	0	0	0	0	0	0	0
907725	45	0	0	0	0	0	0	0
907735	45	0	0	0	0	0	0	0
907745	47	0	0	0	0	0	0	0
907755	53	0	0	0	0	0	0	0
907765	49	0	0	0	0	0	0	0
907775	54	0	0	0	0	0	0	0
907785	58	0	0	0	0	0	0	0
907795	62	0	0	0	0	0	0	0
907805	68	0	0	0	0	0	1	1
907815	60	0	0	0	0	0	1	1
907825	59	0	0	0	0	0	1	1
907835	60	0	0	0	0	0	1	1
907845	54	0	0	0	0	0	1	1
907855	57	1	0	0	0	0	1	1
907865	53	1	0	0	0	0	1	1
907875	54	1	0	0	0	0	1	1
907885	46	1	0	0	0	0	1	1
907895	38	1	0	0	0	0	1	1
907905	34	1	0	0	0	0	0	0
907915	31	1	0	0	0	0	0	0
907925	33	1	0	0	0	0	0	0
907935	31	1	0	0	0	0	0	0
907945	29	1	0	0	0	0	0	0
907955	36	1	0	0	0	0	1	1
907965	39	0	0	0	0	0	2	2
907975	40	0	0	0	0	0	2	2
907985	40	0	0	0	0	0	2	2
907995	43	0	0	0	0	0	2	2
908005	49	0	0	0	0	0	2	2
908015	50	0	0	0	0	0	2	2
908025	54	0	0	0	0	0	2	2
908035	59	0	0	0	0	0	2	2
908045	64	0	0	0	0	0	2	2
908055	64	0	0	0	0	0	1	1
908065	67	0	0	0	0	0	0	0
908075	70	0	0	0	0	0	0	0
908085	74	0	0	0	0	0	0	0
908095	77	0	0	0	0	0	0	0
908105	76	0	0	0	0	0	0	0
908115	71	0	0	0	0	0	0	0
908125	67	0	0	0	0	0	0	0
908135	61	0	0	0	0	0	0	0
908145	56	0	0	0	0	0	0	0
908155	55	0	0	0	0	0	0	0
908165	50	0	0	0	0	0	0	0
908175	42	0	0	0	0	0	0	0
908185	38	0	0	0	0	0	0	0
908195	35	1	0	0	0	0	0	0
908205	33	1	0	0	0	0	0	0
908215	31	1	0	0	0	0	0	0
908225	30	1	0	0	0	0	0	0
908235	34	1	0	0	0	0	0	0
908245	35	1	0	0	0	0	0	0
908255	36	1	0	0	0	0	0	0
908265	36	1	0	0	0	0	0	0
908275	37	1	0	0	0	0	0	0
908285	41	1	0	0	0	0	1	1
908295	40	1	0	0	0	0	1	1
908305	37	0	0	0	0	0	1	1
908315	36	0	0	0	0	0	1	1
908325	40	0	0	0	0	0	1	1
