bin	total	mapQltT	mapQ0
907335	60	0	0
907345	56	0	0
907355	49	0	1
907365	45	0	1
907375	39	0	1
907385	38	0	1
907395	39	0	0
907405	36	0	0
907415	34	0	0
907425	38	0	0
907435	47	0	0
907445	51	0	0
907455	51	0	0
907465	54	0	0
907475	54	0	0
907485	49	0	0
907495	43	0	0
907505	42	0	0
907515	43	0	0
907525	37	0	0
907535	30	0	0
907545	21	0	1
907555	24	0	1
907565	24	0	0
907575	30	0	0
907585	33	0	0
907595	41	0	0
907605	51	0	0
907615	54	0	0
907625	56	0	0
907635	52	0	0
907645	45	0	0
907655	44	0	0
907665	38	0	0
907675	37	0	0
907685	38	0	0
907695	38	0	0
907705	35	0	0
907715	40	0	0
907725	42	0	0
907735	42	0	0
907745	45	0	0
907755	47	0	0
907765	46	0	0
907775	45	0	0
907785	50	0	0
907795	58	0	0
907805	58	0	0
907815	58	0	0
907825	53	0	0
907835	52	0	0
907845	51	0	0
907855	51	0	0
907865	50	0	0
907875	49	0	0
907885	41	0	0
907895	32	0	0
907905	28	0	0
907915	28	0	0
907925	29	0	0
907935	26	0	0
907945	27	0	0
907955	30	0	0
907965	34	0	0
907975	35	0	0
907985	37	0	0
907995	40	0	0
908005	43	0	0
908015	44	0	0
908025	48	0	0
908035	53	0	0
908045	58	0	0
908055	57	0	0
908065	59	0	0
908075	65	0	0
908085	69	0	0
908095	72	0	0
908105	71	0	0
908115	66	0	0
908125	64	0	0
908135	55	0	0
908145	52	0	0
908155	50	0	0
908165	45	0	0
908175	37	0	0
908185	31	0	0
908195	28	0	0
908205	27	0	0
908215	29	0	0
908225	28	0	0
908235	29	0	0
908245	32	0	0
908255	29	0	0
908265	33	0	0
908275	35	0	0
908285	36	0	0
908295	36	0	0
908305	31	0	0
908315	33	0	0
908325	35	0	0
