bin	total	mapQltT	mapQ0
1022087	60	0	0
1022097	63	0	0
1022107	65	0	0
1022117	64	0	0
1022127	62	0	0
1022137	60	0	0
1022147	61	0	0
1022157	63	0	0
1022167	59	0	0
1022177	57	0	0
1022187	56	0	0
1022197	53	0	0
1022207	48	0	0
1022217	46	0	0
1022227	45	0	0
1022237	49	0	0
1022247	48	0	0
1022257	50	0	0
1022267	54	0	0
1022277	54	0	0
1022287	51	0	0
1022297	54	0	0
1022307	57	0	0
1022317	56	0	0
1022327	59	0	0
1022337	57	0	0
1022347	59	0	0
1022357	56	0	0
1022367	51	0	0
1022377	50	0	0
1022387	52	0	0
1022397	52	0	0
1022407	48	0	0
1022417	49	0	0
1022427	49	0	0
1022437	48	0	0
1022447	47	0	0
1022457	45	0	0
1022467	46	0	0
1022477	45	0	0
1022487	45	0	0
1022497	45	0	0
1022507	45	0	0
1022517	53	0	0
1022527	52	0	0
1022537	53	0	0
1022547	52	0	0
1022557	55	0	0
1022567	51	0	0
1022577	47	0	0
1022587	32	0	0
1022597	25	0	0
1022607	35	0	0
1022617	49	0	0
1022627	52	0	0
1022637	54	0	0
1022647	60	0	0
1022657	68	0	0
1022667	73	0	0
1022677	79	0	0
1022687	64	0	0
1022697	61	0	0
1022707	59	0	0
1022717	56	0	0
1022727	54	0	0
1022737	58	0	0
1022747	55	0	0
1022757	52	0	0
1022767	49	0	0
1022777	49	0	0
1022787	48	0	0
1022797	49	0	0
1022807	51	0	0
1022817	50	0	0
1022827	50	0	0
1022837	48	0	0
1022847	50	0	0
1022857	56	0	0
1022867	57	0	0
1022877	59	0	0
1022887	57	0	0
1022897	58	0	0
1022907	58	0	0
1022917	56	0	0
1022927	58	0	0
1022937	64	0	0
1022947	65	0	0
1022957	63	0	0
1022967	64	0	0
1022977	64	0	0
1022987	65	0	0
1022997	66	0	0
1023007	63	0	0
1023017	63	0	0
1023027	61	0	0
1023037	52	0	0
1023047	52	0	0
1023057	53	0	0
1023067	51	0	0
1023077	53	0	0
