bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	27	0	0	0	0	0	0	0
3450297	27	0	0	0	0	0	0	0
3450307	31	0	0	0	0	0	0	0
3450317	33	0	0	0	0	0	0	0
3450327	40	0	0	0	0	0	0	0
3450337	42	0	0	0	0	0	0	0
3450347	41	0	0	0	0	0	0	0
3450357	40	0	0	0	0	0	0	0
3450367	41	0	0	0	0	0	0	0
3450377	45	0	0	0	0	0	0	0
3450387	44	0	0	0	0	0	1	1
3450397	47	0	0	0	0	0	1	1
3450407	53	0	0	0	0	0	1	1
3450417	56	0	0	0	0	0	1	1
3450427	55	0	0	0	0	0	1	1
3450437	46	0	0	0	0	0	1	1
3450447	44	0	0	0	0	0	1	1
3450457	60	0	0	0	0	0	4	4
3450467	77	0	0	0	0	0	5	5
3450477	95	0	0	0	0	0	5	5
3450487	91	1	0	0	0	0	4	4
3450497	96	1	0	0	0	0	4	4
3450507	94	1	0	0	0	0	4	4
3450517	93	1	0	0	0	0	4	4
3450527	95	1	0	0	0	0	4	4
3450537	99	1	0	0	0	0	4	4
3450547	103	1	0	0	0	0	4	4
3450557	103	1	0	0	0	0	2	2
3450567	101	1	0	2	0	0	1	1
3450577	90	1	0	2	0	0	0	0
3450587	70	1	0	2	0	0	0	0
3450597	74	0	0	2	0	0	0	0
3450607	71	0	0	2	0	0	0	0
3450617	73	0	0	2	0	0	0	0
3450627	73	0	0	2	0	0	0	0
3450637	73	0	0	2	0	0	0	0
3450647	75	0	0	4	0	0	0	0
3450657	73	0	0	4	0	0	0	0
3450667	71	0	0	4	0	0	0	0
3450677	65	0	0	2	0	0	0	0
3450687	62	0	0	2	0	0	0	0
3450697	64	0	0	2	0	0	0	0
3450707	60	0	0	2	0	0	0	0
3450717	59	0	0	2	0	0	0	0
3450727	55	0	0	2	0	0	0	0
3450737	57	0	0	2	0	0	0	0
3450747	55	0	0	2	0	0	0	0
3450757	52	0	0	2	0	0	0	0
3450767	56	0	0	0	0	0	0	0
3450777	58	0	0	2	0	0	0	0
3450787	60	0	0	2	0	0	0	0
3450797	62	0	0	2	0	0	1	1
3450807	63	0	0	2	0	0	2	2
3450817	72	0	0	2	0	0	2	2
3450827	75	0	0	2	0	0	3	3
3450837	76	0	0	2	0	0	3	3
3450847	76	0	0	2	0	0	3	3
3450857	72	0	0	2	0	0	3	3
3450867	73	0	0	2	0	0	3	3
3450877	71	0	0	2	0	0	2	2
3450887	68	0	0	0	0	0	2	2
3450897	66	0	0	0	0	0	2	2
3450907	62	0	0	0	0	0	0	0
3450917	63	0	0	0	0	0	0	0
3450927	56	0	0	0	0	0	0	0
3450937	53	0	0	0	0	0	0	0
3450947	56	0	0	0	0	0	0	0
3450957	62	0	0	0	0	0	0	0
3450967	65	0	0	0	0	0	2	2
3450977	66	0	0	0	0	0	2	2
3450987	63	0	0	0	0	0	2	2
3450997	61	0	0	0	0	0	2	2
3451007	65	0	0	0	0	0	3	3
3451017	61	0	0	0	0	0	3	3
3451027	60	0	0	0	0	0	4	4
3451037	61	0	0	2	0	0	3	3
3451047	62	0	0	2	0	0	3	3
3451057	61	0	0	2	0	0	3	3
3451067	57	0	0	2	0	0	3	3
3451077	53	0	0	2	0	0	1	1
3451087	53	0	0	2	0	0	1	1
3451097	52	0	0	2	0	0	1	1
3451107	59	0	0	2	0	0	1	1
3451117	52	0	0	2	0	0	2	2
3451127	53	0	0	2	0	0	1	1
3451137	53	0	0	2	0	0	1	1
3451147	52	0	0	0	0	0	1	1
3451157	48	0	0	0	0	0	1	1
3451167	51	0	0	0	0	0	1	1
3451177	49	0	0	0	0	0	1	1
3451187	46	0	0	0	0	0	1	1
3451197	44	0	0	0	0	0	1	1
3451207	43	0	0	0	0	0	1	1
3451217	36	0	0	0	0	0	0	0
3451227	40	0	0	0	0	0	0	0
3451237	39	0	0	0	0	0	0	0
3451247	40	0	0	0	0	0	0	0
3451257	34	0	0	0	0	0	0	0
3451267	35	0	0	0	0	0	0	0
3451277	29	0	0	0	0	0	0	0
