3450287	262
3450297	NA
3450307	295,246,272
3450317	306,252
3450327	230,343,333,445
3450337	230,291
3450347	310,336
3450357	403
3450367	289
3450377	195
3450387	241,175,251,281
3450397	301,184,341,265
3450407	166,266,172,172,289
3450417	253,414
3450427	135,201
3450437	NA
3450447	194
3450457	267,254,170,259
3450467	185,242,161,165,158
3450477	264,202,193,197,218,267,159
3450487	NA
3450497	389,354
3450507	357
3450517	237,332
3450527	347,137
3450537	314,259,249,320,419
3450547	338,255
3450557	366,314,273
3450567	301,215
3450577	265,247,405
3450587	342,201,303,363
3450597	NA
3450607	299,300,291,176
3450617	326,309,321
3450627	223,287,271,271,298
3450637	280,354,291,218
3450647	265,230,241
3450657	350,250,240
3450667	NA
3450677	303,266
3450687	NA
3450697	373,284
3450707	263,359
3450717	338,391,342
3450727	NA
3450737	284,310,279
3450747	231,269
3450757	165,248,280
3450767	217,261,372,255,277
3450777	279
3450787	334,323,243
3450797	245,70,273
3450807	245,359
3450817	223,243,347,338,338,355,201
3450827	287
3450837	272,480
3450847	368,334,358,360,322
3450857	279
3450867	411,268,305,295,203
3450877	260,346
3450887	305,431
3450897	252,282,282,263
3450907	298,407,266
3450917	397,389,236
3450927	273
3450937	362
3450947	229,297,385,347
3450957	276,371,352,463,302,347,310,394
3450967	345,358,276,332
3450977	309,342,313,286,289
3450987	254,254,273
3450997	193,336
3451007	311,353,291,280
3451017	NA
3451027	204,240,272,280,282
3451037	288
3451047	256,340
3451057	320,256
3451067	234
3451077	NA
3451087	326,215,282,280
3451097	340
3451107	269,406,278,211,270
3451117	256
3451127	NA
3451137	342,322,291
3451147	266,200,325
3451157	NA
3451167	199,257
3451177	379
3451187	339,318,331
3451197	275,259,276,297
3451207	335
3451217	344,364
3451227	148,277,339,273,321
3451237	273,388
3451247	260,282,292,383
3451257	229
3451267	297
3451277	377,376,311
