3526327	NA
3526337	266,247,318,379
3526347	434,333
3526357	341
3526367	447,231,324,282,368
3526377	99,334
3526387	186
3526397	211
3526407	306,260
3526417	295
3526427	288
3526437	293
3526447	293
3526457	240,328
3526467	NA
3526477	246
3526487	317,328,428
3526497	376,183,302,339,281
3526507	245,329
3526517	333,409
3526527	372,343,333
3526537	345,269,257,468,257
3526547	351,382
3526557	341,308,366,319,246,517
3526567	393,357,353
3526577	310,385
3526587	333,275,184,386
3526597	335,346
3526607	318,358
3526617	355,409
3526627	200,367
3526637	414
3526647	361,274,307
3526657	316
3526667	323,359,334
3526677	250
3526687	NA
3526697	283
3526707	349
3526717	217
3526727	358,302,348,375
3526737	363,242,338,503
3526747	447,343,288
3526757	356,272,367
3526767	345,386,370,133
3526777	181,223,248
3526787	418
3526797	NA
3526807	268,209,345,372,287,404
3526817	339,215,215,450,282,385,426
3526827	397,352,319,237,183,300
3526837	468,278
3526847	298
3526857	278,365
3526867	367,360,260
3526877	334,330
3526887	202,463
3526897	291
3526907	350
3526917	387,236,295
3526927	268
3526937	376,286,343
3526947	421
3526957	143
3526967	425
3526977	224,323
3526987	427
3526997	NA
3527007	NA
3527017	410
3527027	267
3527037	452
3527047	281
3527057	242
3527067	256
3527077	221,396
3527087	309,252
3527097	295,264
3527107	309,334
3527117	366,304,306
3527127	NA
3527137	217,320,335,251,326,349
3527147	302,212
3527157	291,250
3527167	296,354,350,335
3527177	202,368,336,253,348
3527187	302,349
3527197	NA
3527207	NA
3527217	382,309,309,258
3527227	232,300,315,374
3527237	295,293
3527247	NA
3527257	309,412
3527267	338,241,355,254,424,351
3527277	293,301
3527287	299,324
3527297	254,306
3527307	296,251,291,348
3527317	355,254
