bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
13827811	28	0	26	0	0	0	0	0
13827821	34	0	29	0	0	0	0	0
13827831	34	0	28	0	0	0	0	0
13827841	37	0	27	0	0	0	1	1
13827851	43	0	29	0	0	0	1	1
13827861	41	0	26	0	0	0	1	1
13827871	44	0	27	0	0	0	1	1
13827881	49	0	29	0	0	0	0	0
13827891	49	0	28	0	0	0	0	0
13827901	51	0	28	0	0	0	0	0
13827911	52	0	27	0	0	0	0	0
13827921	55	0	29	0	0	0	0	0
13827931	51	0	26	0	0	0	0	0
13827941	50	0	26	0	0	0	0	0
13827951	49	0	27	0	0	0	0	0
13827961	46	0	27	0	0	0	0	0
13827971	54	0	31	0	0	0	0	0
13827981	53	0	29	0	0	0	0	0
13827991	52	0	30	0	0	0	1	1
13828001	59	0	31	0	0	0	1	1
13828011	55	0	30	0	0	0	2	2
13828021	56	0	32	0	0	0	2	2
13828031	53	0	31	0	0	0	2	2
13828041	56	0	32	0	0	0	2	2
13828051	61	0	32	0	0	0	2	2
13828061	61	0	30	0	0	0	2	2
13828071	63	0	31	0	0	0	2	2
13828081	58	0	30	0	0	0	2	2
13828091	58	0	30	0	0	0	1	1
13828101	60	0	28	0	0	0	0	0
13828111	58	0	28	0	0	0	0	0
13828121	57	0	29	0	0	0	0	0
13828131	58	0	28	0	0	0	0	0
13828141	58	0	27	0	0	0	0	0
13828151	55	0	24	0	0	0	0	0
13828161	50	0	23	0	0	0	0	0
13828171	52	0	24	0	0	0	0	0
13828181	52	0	24	0	0	0	0	0
13828191	50	0	22	0	0	0	0	0
13828201	54	0	24	0	0	0	0	0
13828211	51	0	25	0	0	0	5	5
13828221	47	0	24	0	0	0	7	7
13828231	47	0	24	0	0	0	10	10
13828241	48	0	24	0	0	0	17	17
13828251	50	0	23	0	0	0	18	18
13828261	49	0	24	0	0	0	18	18
13828271	51	0	26	0	0	0	18	18
13828281	54	0	27	0	0	0	18	18
13828291	49	0	25	0	0	0	18	18
13828301	45	0	22	0	0	0	18	18
13828311	46	0	22	0	0	0	18	18
13828321	33	0	14	0	0	0	4	4
13828331	50	0	20	0	0	0	11	11
13828341	59	0	25	0	0	0	17	17
13828351	59	0	28	0	0	0	17	17
13828361	58	0	27	0	0	0	17	17
13828371	62	0	29	0	0	0	17	17
13828381	68	0	34	0	0	0	18	18
13828391	74	0	37	0	0	0	18	18
13828401	75	0	38	0	0	0	18	18
13828411	78	0	40	0	0	0	18	18
13828421	61	0	33	0	0	0	1	1
13828431	67	0	38	0	0	0	1	1
13828441	65	0	40	0	0	0	1	1
13828451	61	0	38	0	0	0	1	1
13828461	58	0	36	0	0	0	1	1
13828471	63	0	37	0	0	0	1	1
13828481	61	0	33	0	0	0	1	1
13828491	59	0	31	0	0	0	1	1
13828501	58	0	29	0	0	0	1	1
13828511	62	0	30	0	0	0	1	1
13828521	68	0	32	0	0	0	1	1
13828531	65	0	31	0	0	0	1	1
13828541	58	0	25	0	0	0	1	1
13828551	57	0	25	0	0	0	1	1
13828561	57	0	23	0	0	0	1	1
13828571	59	0	25	0	0	0	1	1
13828581	51	0	22	0	0	0	1	1
13828591	47	1	22	0	0	0	0	0
13828601	51	1	26	0	0	0	1	1
13828611	46	1	26	0	0	0	2	2
13828621	44	1	25	0	0	0	2	2
13828631	41	1	24	0	0	0	2	2
13828641	46	1	28	0	0	0	2	2
13828651	47	1	28	0	0	0	2	2
13828661	48	1	28	0	0	0	2	2
13828671	47	1	30	0	0	0	2	2
13828681	51	1	30	0	0	0	2	2
13828691	50	1	27	0	0	0	2	2
13828701	53	0	28	0	0	0	2	2
13828711	47	0	22	0	0	0	1	1
13828721	48	0	21	0	0	0	1	1
13828731	49	0	21	0	0	0	1	1
13828741	50	0	23	0	0	0	1	1
13828751	45	0	18	0	0	0	1	1
13828761	48	0	20	0	0	0	0	0
13828771	46	0	19	0	0	0	0	0
13828781	47	0	19	0	0	0	0	0
13828791	50	0	25	0	0	0	0	0
13828801	50	0	27	0	0	0	0	0
