bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	25	0	0	0	0	0	0	0
3450297	29	0	0	0	0	0	0	0
3450307	30	0	0	0	0	0	0	0
3450317	33	0	0	0	0	0	0	0
3450327	36	0	0	0	0	0	0	0
3450337	38	0	0	0	0	0	0	0
3450347	38	0	0	0	0	0	0	0
3450357	34	0	0	0	0	0	0	0
3450367	38	0	0	0	0	0	1	1
3450377	39	0	0	0	0	0	1	1
3450387	44	0	0	0	0	0	1	1
3450397	47	0	0	0	0	0	1	1
3450407	51	0	0	0	0	0	1	1
3450417	51	0	0	0	0	0	1	1
3450427	50	0	0	0	0	0	0	0
3450437	51	0	0	0	0	0	0	0
3450447	56	0	0	0	0	0	0	0
3450457	67	0	0	0	0	0	0	0
3450467	82	0	0	0	0	0	1	1
3450477	91	0	0	0	0	0	1	1
3450487	95	1	0	0	0	0	1	1
3450497	95	1	0	0	0	0	1	1
3450507	95	1	0	0	0	0	1	1
3450517	97	1	0	0	0	0	1	1
3450527	92	1	0	0	0	0	1	1
3450537	91	1	0	0	0	0	1	1
3450547	88	1	0	0	0	0	1	1
3450557	80	1	0	0	0	0	0	0
3450567	72	1	0	0	0	0	0	0
3450577	62	1	0	0	0	0	0	0
3450587	57	1	0	2	0	0	0	0
3450597	56	1	0	2	0	0	0	0
3450607	53	0	0	2	0	0	0	0
3450617	54	0	0	2	0	0	0	0
3450627	53	0	0	2	0	0	0	0
3450637	55	0	0	2	0	0	0	0
3450647	61	0	0	2	0	0	0	0
3450657	61	0	0	2	0	0	0	0
3450667	71	0	0	4	0	0	0	0
3450677	68	0	0	4	0	0	0	0
3450687	65	0	0	4	0	0	0	0
3450697	65	0	0	2	0	0	0	0
3450707	63	0	0	2	0	0	0	0
3450717	62	0	0	2	0	0	0	0
3450727	63	0	0	2	0	0	0	0
3450737	58	0	0	2	0	0	0	0
3450747	57	0	0	2	0	0	0	0
3450757	52	0	0	2	0	0	0	0
3450767	51	0	0	2	0	0	0	0
3450777	42	0	0	0	0	0	0	0
3450787	40	0	0	0	0	0	0	0
3450797	46	0	0	0	0	0	0	0
3450807	43	0	0	0	0	0	0	0
3450817	43	0	0	0	0	0	0	0
3450827	38	0	0	0	0	0	0	0
3450837	38	0	0	0	0	0	0	0
3450847	36	0	0	0	0	0	0	0
3450857	40	0	0	0	0	0	0	0
3450867	39	0	0	0	0	0	0	0
3450877	42	0	0	0	0	0	0	0
3450887	46	0	0	0	0	0	0	0
3450897	51	0	0	0	0	0	0	0
3450907	47	0	0	0	0	0	0	0
3450917	47	0	0	0	0	0	1	1
3450927	52	0	0	0	0	0	1	1
3450937	54	0	0	0	0	0	1	1
3450947	51	0	0	0	0	0	1	1
3450957	52	0	0	0	0	0	1	1
3450967	53	0	0	0	0	0	1	1
3450977	52	0	0	0	0	0	1	1
3450987	50	0	0	0	0	0	1	1
3450997	44	0	0	0	0	0	1	1
3451007	42	0	0	0	0	0	2	2
3451017	45	0	0	0	0	0	3	3
3451027	40	0	0	0	0	0	2	2
3451037	39	0	0	0	0	0	3	3
3451047	39	0	0	0	0	0	3	3
3451057	44	0	0	0	0	0	3	3
3451067	48	0	0	0	0	0	3	3
3451077	49	0	0	0	0	0	3	3
3451087	46	0	0	0	0	0	3	3
3451097	52	0	0	0	0	0	3	3
3451107	49	0	0	0	0	0	2	2
3451117	49	0	0	0	0	0	2	2
3451127	48	0	0	0	0	0	1	1
3451137	49	0	0	0	0	0	0	0
3451147	48	0	0	0	0	0	0	0
3451157	44	0	0	0	0	0	0	0
3451167	42	0	0	0	0	0	0	0
3451177	40	0	0	0	0	0	0	0
3451187	37	0	0	0	0	0	0	0
3451197	38	0	0	0	0	0	0	0
3451207	35	0	0	0	0	0	0	0
3451217	31	0	0	0	0	0	0	0
3451227	27	0	0	0	0	0	0	0
3451237	25	0	0	0	0	0	0	0
3451247	24	0	0	0	0	0	0	0
3451257	22	0	0	0	0	0	0	0
3451267	20	0	0	0	0	0	0	0
3451277	19	0	0	0	0	0	0	0
