3450287	NA
3450297	210,273,278,402
3450307	347
3450317	258,226,300
3450327	303,351,216
3450337	275,266,228
3450347	315
3450357	271,360
3450367	191,190,203,186,200
3450377	203,322
3450387	189,285,226
3450397	307,314,153
3450407	155,154,171
3450417	272,218,142,152,297
3450427	285,140,142,269
3450437	167
3450447	201
3450457	173,265,205
3450467	258,259
3450477	215,264,198
3450487	409,397
3450497	338,356
3450507	NA
3450517	309,390
3450527	NA
3450537	206,325
3450547	NA
3450557	NA
3450567	371,354,331,185,241
3450577	361,669,300,346
3450587	369
3450597	309,228
3450607	309,204,331
3450617	184,327,318
3450627	416,439
3450637	352,216
3450647	349,356,263,310,326,362
3450657	347,325
3450667	301,323,309,317
3450677	297,278,320,347
3450687	323,218,321
3450697	201,291,275
3450707	231
3450717	404,298,293,282,242
3450727	377,301
3450737	369
3450747	274
3450757	293,561,361
3450767	231,321
3450777	244
3450787	250
3450797	342,401,359,358
3450807	372
3450817	345
3450827	318
3450837	NA
3450847	NA
3450857	289
3450867	294
3450877	201,414
3450887	222,383
3450897	279,244
3450907	358
3450917	NA
3450927	226,312,307,302,234,355
3450937	370,354
3450947	267,351
3450957	379
3450967	247,345,416,317
3450977	225,331
3450987	319,287
3450997	295
3451007	369,281,362
3451017	235,299,326
3451027	NA
3451037	279,280,453,423
3451047	329,400,234
3451057	269,207,281
3451067	198,264,312,290,359
3451077	369,373,304
3451087	288
3451097	347,262,319,278,392
3451107	354
3451117	267,244,397
3451127	279
3451137	248,305
3451147	257
3451157	406,265
3451167	337,337
3451177	280,175
3451187	365,342,375
3451197	275,340
3451207	377,294
3451217	NA
3451227	NA
3451237	NA
3451247	316,202,272
3451257	NA
3451267	394
3451277	283,366,271,275
