bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
13827811	19	1	15	0	0	0	0	0
13827821	23	1	16	0	0	0	0	0
13827831	30	1	18	0	0	0	0	0
13827841	29	1	16	0	0	0	0	0
13827851	34	1	17	0	0	0	0	0
13827861	36	1	19	0	0	0	0	0
13827871	39	1	20	0	0	0	0	0
13827881	44	1	20	0	0	0	0	0
13827891	49	1	22	0	0	0	0	0
13827901	54	1	23	0	0	0	0	0
13827911	55	0	25	0	0	0	0	0
13827921	61	0	31	0	0	0	0	0
13827931	61	0	32	0	0	0	0	0
13827941	58	0	32	0	0	0	0	0
13827951	62	0	34	0	0	0	0	0
13827961	63	0	34	0	0	0	0	0
13827971	63	1	32	0	0	0	0	0
13827981	63	1	32	0	0	0	0	0
13827991	64	1	34	0	0	0	0	0
13828001	66	1	34	0	0	0	1	1
13828011	67	1	35	0	0	0	1	1
13828021	69	1	35	0	0	0	1	1
13828031	64	1	32	0	0	0	2	2
13828041	69	1	32	0	0	0	2	2
13828051	69	1	30	0	0	0	2	2
13828061	68	1	31	0	0	0	2	2
13828071	69	1	31	0	0	0	2	2
13828081	65	0	30	0	0	0	1	1
13828091	67	0	30	0	0	0	1	1
13828101	64	0	28	0	0	0	1	1
13828111	64	0	26	0	0	0	0	0
13828121	64	0	27	0	0	0	0	0
13828131	61	0	24	0	0	0	0	0
13828141	62	0	25	0	0	0	0	0
13828151	67	0	28	0	0	0	0	0
13828161	68	0	31	0	0	0	0	0
13828171	66	0	29	0	0	0	0	0
13828181	68	0	33	0	0	0	0	0
13828191	71	0	36	0	0	0	0	0
13828201	69	0	36	0	0	0	0	0
13828211	71	0	37	0	0	0	4	4
13828221	65	0	35	0	0	0	6	6
13828231	62	0	36	0	0	0	11	11
13828241	64	0	40	0	0	0	16	16
13828251	62	0	38	0	0	0	16	16
13828261	56	0	34	0	0	1	17	17
13828271	59	0	38	0	0	1	17	17
13828281	60	0	40	0	0	1	17	17
13828291	53	0	34	0	0	1	17	17
13828301	45	0	28	0	0	1	17	17
13828311	47	0	30	0	0	0	19	19
13828321	39	0	19	0	0	0	7	7
13828331	50	0	26	0	0	0	15	15
13828341	60	0	31	0	0	0	22	22
13828351	64	0	34	0	0	0	23	23
13828361	62	0	34	0	0	0	23	23
13828371	62	0	34	0	0	0	23	23
13828381	72	0	38	0	0	0	23	23
13828391	76	0	39	0	0	0	23	23
13828401	84	0	45	0	0	0	23	23
13828411	85	0	46	0	0	0	23	23
13828421	64	0	38	0	0	0	0	0
13828431	63	0	41	0	0	0	0	0
13828441	64	0	39	0	0	0	0	0
13828451	60	0	35	0	0	0	0	0
13828461	58	0	34	0	0	0	0	0
13828471	59	1	30	0	0	0	0	0
13828481	62	1	32	0	0	0	0	0
13828491	51	1	26	0	0	0	1	1
13828501	52	1	28	0	0	0	1	1
13828511	50	1	25	0	0	0	1	1
13828521	49	1	23	0	0	0	1	1
13828531	44	1	20	0	0	0	1	1
13828541	43	2	18	0	0	0	1	1
13828551	43	2	20	0	0	0	1	1
13828561	43	2	21	0	0	0	1	1
13828571	40	2	19	0	0	0	2	2
13828581	40	1	23	0	0	0	2	2
13828591	35	1	20	0	0	0	2	2
13828601	40	1	23	0	0	0	1	1
13828611	37	1	21	0	0	0	1	1
13828621	39	1	22	0	0	0	1	1
13828631	43	1	24	0	0	0	1	1
13828641	44	1	23	0	0	0	0	0
13828651	46	0	22	0	0	0	0	0
13828661	47	0	21	0	0	0	0	0
13828671	46	0	20	0	0	0	0	0
13828681	48	0	20	0	0	0	0	0
13828691	47	0	17	0	0	0	0	0
13828701	49	0	19	0	0	0	0	0
13828711	48	0	19	0	0	0	0	0
13828721	55	0	24	0	0	0	1	1
13828731	56	0	23	0	0	0	2	2
13828741	57	0	25	0	0	0	2	2
13828751	56	0	25	0	0	0	2	2
13828761	58	0	25	0	0	0	2	2
13828771	55	0	24	0	0	0	2	2
13828781	60	0	26	0	0	0	1	1
13828791	61	0	27	0	0	0	1	1
13828801	64	0	30	0	0	0	1	1
