69451532	269
69451542	469,326
69451552	319,432
69451562	371,380,325,350,450
69451572	184,230,333
69451582	300,403,333
69451592	314,285
69451602	250,308,329,296,360
69451612	394
69451622	379,295
69451632	367,266
69451642	NA
69451652	328,264,386
69451662	310,245,344
69451672	342,351
69451682	332,484
69451692	351,366,379
69451702	277,386,356,362
69451712	299,402,223,314
69451722	465,327,376
69451732	267,323
69451742	269,462,451,329
69451752	252
69451762	NA
69451772	339,299,296
69451782	306
69451792	310
69451802	361,290
69451812	301,510,357
69451822	423,368
69451832	345
69451842	239,187,359
69451852	157
69451862	371,256,263,241,403,250,250
69451872	NA
69451882	281,405,378,324,277,296
69451892	319
69451902	424,117,301,364,370,258
69451912	306,326,378,406
69451922	NA
69451932	392,425,237,296,296,323
69451942	283,253,289
69451952	NA
69451962	269,427
69451972	300,363
69451982	349,349,274
69451992	249,474,346,437
69452002	195,422,312
69452012	217,442,449,374,323
69452022	326,334
69452032	301,262
69452042	NA
69452052	NA
69452062	437,279,304,325,325
69452072	260,241
69452082	330,223,304,345,335
69452092	443,299,319
69452102	359
69452112	387
69452122	355,334,391
69452132	380,90,284,492,296
69452142	295,258,403,473,346
69452152	297
69452162	345,343
69452172	304
69452182	243
69452192	219,438,274
69452202	272,384,266,234,282
69452212	334,396,370,334,358
69452222	228,237,290,255
69452232	317
69452242	281
69452252	256
69452262	212,272,156,298
69452272	179
69452282	255,339,228,338,358
69452292	281,292
69452302	377,452,107,198,265,367,398
69452312	369
69452322	211
69452332	209,311,377
69452342	277,381,335,316,216
69452352	209
69452362	292
69452372	NA
69452382	NA
69452392	284,300,351,487
69452402	NA
69452412	337
69452422	202,384,230
69452432	411
69452442	338,175,286,406
69452452	304,363
69452462	298,367,334
69452472	216,344,354
69452482	328,85,351
69452492	395,304,378,352
69452502	444,294
69452512	342,229,308,340
69452522	312
