bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
69451532	33	1	0	0	0	0	0	0
69451542	34	1	0	0	0	0	0	0
69451552	34	1	0	0	0	0	0	0
69451562	36	1	0	0	0	0	0	0
69451572	44	1	0	0	0	0	0	0
69451582	49	1	0	0	0	0	0	0
69451592	48	1	0	0	0	0	0	0
69451602	49	1	0	0	0	0	0	0
69451612	48	1	0	0	0	1	1	1
69451622	51	1	0	0	0	1	1	1
69451632	54	1	0	0	0	1	1	1
69451642	50	1	0	0	0	1	1	1
69451652	54	1	0	0	0	1	1	1
69451662	53	1	0	0	0	0	0	0
69451672	51	1	0	0	0	0	0	0
69451682	48	1	0	0	0	0	0	0
69451692	46	1	0	0	0	0	0	0
69451702	52	1	0	0	0	0	0	0
69451712	50	0	0	0	0	0	0	0
69451722	51	0	0	0	0	0	0	0
69451732	52	0	0	0	0	0	0	0
69451742	56	0	0	0	0	0	0	0
69451752	58	0	0	0	0	0	0	0
69451762	52	0	0	0	0	0	0	0
69451772	55	0	0	0	0	0	0	0
69451782	56	0	0	0	0	0	0	0
69451792	53	0	0	0	0	0	0	0
69451802	56	0	0	0	0	0	0	0
69451812	52	0	0	0	0	0	0	0
69451822	50	0	0	0	0	0	0	0
69451832	50	0	0	0	0	0	0	0
69451842	50	0	0	0	0	0	0	0
69451852	44	0	0	0	0	0	0	0
69451862	51	0	0	0	0	0	0	0
69451872	52	0	0	0	0	0	0	0
69451882	53	0	0	0	0	0	0	0
69451892	54	0	0	0	0	0	0	0
69451902	63	0	0	0	0	0	0	0
69451912	67	0	0	0	0	0	0	0
69451922	62	0	0	0	0	0	0	0
69451932	65	0	0	0	0	0	0	0
69451942	66	0	0	0	0	0	0	0
69451952	64	0	0	0	0	0	0	0
69451962	66	0	0	0	0	0	0	0
69451972	64	0	0	0	0	0	0	0
69451982	66	0	0	0	0	0	0	0
69451992	64	0	0	0	0	0	2	2
69452002	63	0	0	0	0	0	2	2
69452012	60	0	0	0	0	0	4	4
69452022	51	0	0	0	0	0	4	4
69452032	56	0	0	0	0	0	7	7
69452042	55	0	0	0	0	0	10	10
69452052	52	0	0	0	0	0	13	13
69452062	65	0	0	0	0	0	18	18
69452072	68	0	0	0	0	0	20	20
69452082	67	0	0	0	0	0	19	19
69452092	70	0	0	0	0	0	20	20
69452102	67	0	0	0	0	0	20	20
69452112	67	0	0	0	0	0	19	19
69452122	63	0	0	0	0	0	18	18
69452132	65	0	0	0	0	0	17	17
69452142	64	0	0	0	0	0	15	15
69452152	56	0	0	0	0	0	9	9
69452162	63	0	0	0	0	0	10	10
69452172	58	0	0	0	0	0	10	10
69452182	53	0	0	0	0	0	8	8
69452192	54	0	0	0	0	0	10	10
69452202	50	0	0	0	0	0	8	8
69452212	55	0	0	0	0	0	7	7
69452222	63	0	0	0	0	0	8	8
69452232	64	0	0	0	0	0	8	8
69452242	62	0	0	0	0	0	7	7
69452252	61	0	0	0	0	0	7	7
69452262	65	0	0	0	0	0	6	6
69452272	60	0	0	0	0	0	5	5
69452282	61	0	0	0	0	0	4	4
69452292	61	0	0	0	0	0	0	0
69452302	66	0	0	0	0	0	0	0
69452312	63	0	0	0	0	0	0	0
69452322	61	0	0	0	0	0	0	0
69452332	58	0	0	0	0	0	0	0
69452342	64	0	0	0	0	0	0	0
69452352	64	0	0	0	0	0	0	0
69452362	63	0	0	0	0	0	0	0
69452372	64	0	0	0	0	0	0	0
69452382	64	0	0	0	0	0	0	0
69452392	64	0	0	0	0	0	0	0
69452402	63	0	0	0	0	0	0	0
69452412	59	0	0	1	0	0	1	1
69452422	59	0	0	1	0	0	1	1
69452432	55	0	0	1	0	0	1	1
69452442	51	0	0	1	0	0	1	1
69452452	45	0	0	1	0	0	1	1
69452462	42	0	0	0	0	0	0	0
69452472	41	0	0	0	0	0	0	0
69452482	39	0	0	0	0	0	1	1
69452492	41	0	0	0	0	0	1	1
69452502	36	0	0	0	0	0	1	1
69452512	37	0	0	0	0	0	1	1
69452522	33	0	0	1	0	0	1	1
