bin	total	mapQltT	mapQ0
907335	56	0	0
907345	56	0	0
907355	44	0	0
907365	41	0	0
907375	39	0	0
907385	41	0	0
907395	44	0	0
907405	40	0	0
907415	44	0	0
907425	49	0	0
907435	53	0	0
907445	56	0	0
907455	56	0	0
907465	53	0	0
907475	48	0	0
907485	45	0	0
907495	41	0	0
907505	38	0	0
907515	34	0	0
907525	35	0	0
907535	35	0	0
907545	31	1	0
907555	37	0	0
907565	33	0	0
907575	40	0	0
907585	49	0	0
907595	58	0	0
907605	68	0	0
907615	66	0	0
907625	64	0	0
907635	54	0	0
907645	46	0	0
907655	42	0	0
907665	37	0	0
907675	32	0	0
907685	33	0	0
907695	35	0	0
907705	36	0	0
907715	39	0	0
907725	44	0	0
907735	45	0	0
907745	47	0	0
907755	50	0	0
907765	52	0	0
907775	52	0	0
907785	54	0	0
907795	54	0	0
907805	55	0	0
907815	57	0	0
907825	53	0	0
907835	52	0	0
907845	49	0	0
907855	49	0	0
907865	45	0	0
907875	35	0	0
907885	35	0	0
907895	38	0	0
907905	40	0	0
907915	42	0	0
907925	45	0	0
907935	41	0	0
907945	44	0	0
907955	41	0	0
907965	38	0	0
907975	42	0	0
907985	46	0	0
907995	49	0	0
908005	48	0	0
908015	48	0	0
908025	50	0	0
908035	53	0	0
908045	56	0	0
908055	60	0	0
908065	62	0	0
908075	62	0	0
908085	60	0	0
908095	56	0	0
908105	57	0	0
908115	56	0	0
908125	53	0	0
908135	51	0	0
908145	48	0	0
908155	45	0	0
908165	46	0	0
908175	45	0	0
908185	43	0	0
908195	43	0	0
908205	41	0	0
908215	37	0	0
908225	38	0	0
908235	39	0	0
908245	37	0	0
908255	38	0	0
908265	33	0	0
908275	29	0	0
908285	29	0	0
908295	32	0	0
908305	35	0	0
908315	38	0	0
908325	40	0	0
