bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	36	0	0	0	0	0	0	0
3450297	36	0	0	0	0	0	0	0
3450307	42	0	0	0	0	0	0	0
3450317	44	0	0	0	0	0	0	0
3450327	39	0	0	0	0	0	0	0
3450337	42	0	0	0	0	0	1	1
3450347	43	0	0	0	0	0	1	1
3450357	45	0	0	0	0	0	1	1
3450367	46	0	0	0	0	0	2	2
3450377	48	0	0	0	0	0	2	2
3450387	55	0	0	0	0	0	2	2
3450397	59	0	0	0	0	0	2	2
3450407	59	0	0	0	0	0	2	2
3450417	56	0	0	0	0	0	2	2
3450427	51	0	0	0	0	0	1	1
3450437	53	0	0	0	0	0	1	1
3450447	53	0	0	0	0	0	0	0
3450457	49	0	0	0	0	0	0	0
3450467	49	0	0	0	0	0	0	0
3450477	49	0	0	0	0	0	0	0
3450487	47	0	0	0	0	0	0	0
3450497	43	0	0	0	0	0	0	0
3450507	48	0	0	0	0	0	0	0
3450517	51	0	0	0	0	0	0	0
3450527	47	0	0	0	0	0	0	0
3450537	47	0	0	0	0	0	0	0
3450547	47	0	0	0	0	0	0	0
3450557	53	0	0	0	0	0	0	0
3450567	55	0	0	0	0	0	0	0
3450577	60	0	0	0	0	0	0	0
3450587	64	0	0	0	0	0	1	1
3450597	68	0	0	0	0	0	1	1
3450607	69	0	0	0	0	0	1	1
3450617	66	0	0	0	0	0	1	1
3450627	63	0	0	0	0	0	1	1
3450637	67	0	0	2	0	0	1	1
3450647	70	0	0	2	0	0	1	1
3450657	69	0	0	2	0	0	0	0
3450667	65	0	0	2	0	0	0	0
3450677	64	0	0	2	0	0	0	0
3450687	63	0	0	2	0	0	0	0
3450697	56	0	0	2	0	0	0	0
3450707	57	0	0	2	0	0	0	0
3450717	56	0	0	2	0	0	0	0
3450727	52	0	0	2	0	0	0	0
3450737	54	0	0	2	0	0	0	0
3450747	55	0	0	0	0	0	0	0
3450757	57	0	0	0	0	0	0	0
3450767	60	0	0	0	0	0	0	0
3450777	60	0	0	0	0	0	0	0
3450787	63	0	0	0	0	0	0	0
3450797	63	0	0	0	0	0	0	0
3450807	67	0	0	0	0	0	0	0
3450817	68	0	0	0	0	0	1	1
3450827	67	0	0	0	0	0	1	1
3450837	66	0	0	0	0	0	1	1
3450847	64	0	0	0	0	0	1	1
3450857	60	0	0	0	0	0	1	1
3450867	56	0	0	0	0	0	1	1
3450877	53	0	0	0	0	0	1	1
3450887	54	1	0	0	0	0	2	2
3450897	52	1	0	0	0	0	1	1
3450907	56	1	0	0	0	0	1	1
3450917	54	1	0	0	0	0	2	2
3450927	59	1	0	0	0	0	3	3
3450937	60	1	0	0	0	0	3	3
3450947	62	1	0	0	0	0	3	3
3450957	62	0	0	0	0	0	2	2
3450967	64	0	0	0	0	0	3	3
3450977	62	0	0	0	0	0	3	3
3450987	68	0	0	0	0	0	3	3
3450997	69	0	0	0	0	0	4	4
3451007	68	0	0	0	0	0	3	3
3451017	62	0	0	0	0	0	3	3
3451027	68	0	0	0	0	0	2	2
3451037	65	0	0	0	0	0	2	2
3451047	64	0	0	0	0	0	1	1
3451057	63	0	0	0	0	0	1	1
3451067	64	0	0	0	0	0	1	1
3451077	59	0	0	0	0	0	0	0
3451087	64	0	0	0	0	0	0	0
3451097	59	0	0	0	0	0	0	0
3451107	58	0	0	0	0	0	0	0
3451117	59	0	0	0	0	0	0	0
3451127	57	0	0	0	0	0	0	0
3451137	53	0	0	0	0	0	1	1
3451147	50	1	0	0	0	0	1	1
3451157	50	1	0	0	0	0	1	1
3451167	57	1	0	0	0	0	1	1
3451177	58	1	0	0	0	0	1	1
3451187	59	1	0	0	0	0	1	1
3451197	52	1	0	0	0	0	1	1
3451207	50	1	0	0	0	0	1	1
3451217	46	1	0	0	0	0	0	0
3451227	46	1	0	0	0	0	0	0
3451237	41	1	0	0	0	0	0	0
3451247	39	1	0	0	0	0	0	0
3451257	35	0	0	0	0	0	0	0
3451267	35	0	0	0	0	0	1	1
3451277	28	0	0	0	0	0	1	1
