bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
2938003	28	0	26	0	0	0	0	0
2938013	27	0	23	0	0	0	0	0
2938023	33	0	25	0	0	0	0	0
2938033	34	0	23	0	0	0	0	0
2938043	36	0	23	0	0	0	0	0
2938053	37	0	18	0	0	0	0	0
2938063	38	0	16	0	0	0	0	0
2938073	47	0	18	0	0	0	0	0
2938083	53	0	19	0	0	0	0	0
2938093	55	0	19	0	0	0	0	0
2938103	58	0	22	0	0	0	0	0
2938113	59	0	22	0	0	0	0	0
2938123	62	0	24	0	0	0	0	0
2938133	63	0	25	0	0	0	0	0
2938143	64	0	27	0	0	0	0	0
2938153	71	0	33	0	0	0	0	0
2938163	72	0	36	0	0	0	0	0
2938173	73	0	37	0	0	0	0	0
2938183	69	0	36	0	0	0	0	0
2938193	67	0	34	0	0	0	0	0
2938203	68	0	37	0	0	0	0	0
2938213	71	0	36	0	0	0	0	0
2938223	70	0	35	0	0	0	0	0
2938233	74	0	37	0	0	0	0	0
2938243	73	0	39	0	0	0	0	0
2938253	74	0	38	0	0	0	0	0
2938263	67	0	32	0	0	0	0	0
2938273	65	0	30	0	0	0	0	0
2938283	65	0	30	0	0	0	1	1
2938293	64	0	28	0	0	0	1	1
2938303	64	0	30	0	0	0	1	1
2938313	66	0	33	0	0	0	1	1
2938323	63	0	31	0	0	0	1	1
2938333	63	0	32	0	0	0	0	0
2938343	59	0	29	0	0	0	0	0
2938353	58	1	28	0	0	0	0	0
2938363	60	1	32	0	0	0	0	0
2938373	66	1	37	0	0	0	0	0
2938383	62	1	37	0	0	0	0	0
2938393	62	1	40	0	0	0	0	0
2938403	67	1	43	0	0	0	0	0
2938413	65	1	41	0	0	0	0	0
2938423	61	1	36	0	0	0	0	0
2938433	64	1	37	0	0	0	0	0
2938443	65	1	38	0	0	0	0	0
2938453	66	1	35	1	0	0	1	1
2938463	62	0	31	1	0	0	1	1
2938473	57	0	29	1	0	0	1	1
2938483	50	0	23	1	0	0	1	1
2938493	55	0	24	2	0	0	2	2
2938503	55	0	21	2	0	0	2	2
2938513	59	0	25	2	0	0	2	2
2938523	52	0	22	2	0	0	2	2
2938533	53	0	23	1	0	0	1	1
2938543	54	1	26	1	0	0	1	1
2938553	53	1	23	0	0	0	0	0
2938563	48	1	23	0	0	0	0	0
2938573	47	1	22	0	0	0	0	0
2938583	48	1	23	0	0	0	0	0
2938593	55	1	27	0	0	0	0	0
2938603	58	1	28	0	0	0	0	0
2938613	56	1	26	0	0	0	0	0
2938623	52	1	24	0	0	0	0	0
2938633	55	1	25	0	0	0	0	0
2938643	53	1	23	0	0	0	0	0
2938653	47	0	21	0	0	0	0	0
2938663	44	0	21	0	0	0	0	0
2938673	49	0	22	0	0	0	0	0
2938683	48	0	21	0	0	0	0	0
2938693	49	0	22	0	0	0	0	0
2938703	48	0	20	0	0	0	0	0
2938713	45	0	21	0	0	0	0	0
2938723	50	0	26	0	0	0	0	0
2938733	48	0	25	0	0	0	0	0
2938743	43	0	24	0	0	0	0	0
2938753	46	0	29	0	0	0	0	0
2938763	44	0	27	0	0	0	0	0
2938773	49	0	30	0	0	0	0	0
2938783	52	0	34	0	0	0	1	1
2938793	57	0	37	0	0	0	1	1
2938803	53	0	32	0	0	0	1	1
2938813	52	0	35	0	0	0	1	1
2938823	51	0	34	0	0	0	2	2
2938833	49	0	31	0	0	0	2	2
2938843	51	0	31	0	0	0	3	3
2938853	61	0	39	0	0	0	5	5
2938863	60	0	36	0	0	0	5	5
2938873	63	0	36	2	0	0	4	4
2938883	62	0	35	2	0	0	4	4
2938893	57	0	32	2	0	0	4	4
2938903	54	0	32	2	0	0	4	4
2938913	56	0	34	2	0	0	5	5
2938923	54	0	32	2	0	0	4	4
2938933	52	0	26	2	0	0	1	1
2938943	50	0	27	2	0	0	1	1
2938953	50	0	27	2	0	0	1	1
2938963	46	0	26	2	0	0	1	1
2938973	45	0	24	2	0	0	1	1
2938983	45	0	23	2	0	0	1	1
2938993	40	0	22	0	0	0	1	1
