bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
885724	41	0	0	0	0	0	2	2
885734	38	0	0	0	0	0	2	2
885744	41	0	0	0	0	0	2	2
885754	46	0	0	0	0	0	2	2
885764	47	0	0	0	0	0	2	2
885774	49	0	0	0	0	0	2	2
885784	60	0	0	0	0	0	2	2
885794	64	0	0	0	0	0	0	0
885804	69	0	0	0	0	0	0	0
885814	75	0	0	0	0	0	1	1
885824	80	0	0	0	0	0	2	2
885834	79	0	0	0	0	0	2	2
885844	85	0	0	0	0	0	2	2
885854	88	0	0	0	0	0	2	2
885864	87	0	0	0	0	0	2	2
885874	86	0	0	0	0	0	2	2
885884	82	0	0	0	0	0	2	2
885894	78	0	0	1	0	1	3	3
885904	74	0	0	1	0	1	3	3
885914	75	0	0	1	0	1	2	2
885924	74	0	0	1	0	1	2	2
885934	72	0	0	1	0	1	1	1
885944	72	0	0	0	0	0	0	0
885954	68	0	0	0	0	0	0	0
885964	65	0	0	0	0	0	1	1
885974	62	0	0	0	0	0	1	1
885984	62	0	0	0	0	0	1	1
885994	60	0	0	0	0	0	1	1
886004	58	0	0	0	0	0	1	1
886014	55	0	0	0	0	0	1	1
886024	50	0	0	0	0	0	1	1
886034	47	0	0	0	0	0	1	1
886044	44	0	0	0	0	0	1	1
886054	43	0	0	0	0	0	2	2
886064	41	0	0	0	0	0	2	2
886074	39	0	0	0	0	0	1	1
886084	41	0	0	0	0	0	1	1
886094	42	0	0	0	0	0	1	1
886104	42	0	0	0	0	0	1	1
886114	48	0	0	0	0	0	1	1
886124	47	0	0	0	0	0	1	1
886134	54	0	0	0	0	0	1	1
886144	57	0	0	0	0	0	1	1
886154	58	0	0	0	0	0	6	6
886164	57	0	0	0	0	0	10	10
886174	56	0	0	0	0	0	11	11
886184	56	0	0	0	0	0	16	16
886194	56	0	0	0	0	0	20	20
886204	56	0	0	0	0	3	24	24
886214	57	0	0	0	0	4	25	25
886224	60	0	0	0	0	10	38	38
886234	65	0	0	0	0	10	45	45
886244	64	0	0	0	0	10	50	50
886254	65	0	0	0	0	10	52	52
886264	44	0	0	0	0	4	30	30
886274	45	0	0	0	0	1	27	27
886284	48	0	0	0	0	0	26	26
886294	50	0	0	0	0	0	25	25
886304	54	0	0	0	0	0	25	25
886314	60	0	0	0	0	0	26	26
886324	65	0	0	0	0	0	26	26
886334	42	0	0	0	0	0	1	1
886344	45	0	0	0	0	0	1	1
886354	43	0	0	0	0	0	1	1
886364	46	0	0	0	0	0	1	1
886374	50	0	0	0	0	0	1	1
886384	50	0	0	0	0	0	1	1
886394	49	0	0	0	0	0	0	0
886404	45	0	0	0	0	0	0	0
886414	42	0	0	0	0	0	0	0
886424	39	0	0	0	0	0	0	0
886434	42	0	0	0	0	0	0	0
886444	40	0	0	0	0	0	0	0
886454	43	0	0	0	0	0	0	0
886464	42	0	0	0	0	0	0	0
886474	39	0	0	0	0	0	0	0
886484	37	0	0	0	0	0	0	0
886494	34	0	0	0	0	0	0	0
886504	35	0	0	0	0	0	0	0
886514	39	0	0	0	0	0	0	0
886524	43	0	0	0	0	0	0	0
886534	42	0	0	0	0	0	0	0
886544	41	0	0	0	0	0	1	1
886554	41	0	0	0	0	0	2	2
886564	40	0	0	0	0	0	2	2
886574	44	0	0	0	0	0	2	2
886584	40	0	0	0	0	0	2	2
886594	42	0	0	0	0	0	2	2
886604	45	0	0	0	0	0	2	2
886614	49	0	0	0	0	0	3	3
886624	48	0	0	0	0	0	3	3
886634	43	0	0	0	0	0	2	2
886644	43	0	0	0	0	0	1	1
886654	41	0	0	0	0	0	1	1
886664	45	0	0	0	0	0	1	1
886674	43	0	0	0	0	0	2	2
886684	40	0	0	0	0	0	2	2
886694	40	0	0	0	0	0	1	1
886704	41	0	0	0	0	0	1	1
886714	36	0	0	0	0	0	1	1
