bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	28	0	0	0	0	0	0	0
3450297	31	0	0	0	0	0	0	0
3450307	37	0	0	0	0	0	0	0
3450317	39	0	0	0	0	0	0	0
3450327	39	0	0	0	0	0	0	0
3450337	40	0	0	0	0	0	0	0
3450347	41	0	0	0	0	0	0	0
3450357	45	0	0	0	0	0	0	0
3450367	45	0	0	0	0	0	0	0
3450377	50	0	0	0	0	0	0	0
3450387	52	0	0	0	0	0	0	0
3450397	56	0	0	0	0	0	0	0
3450407	61	0	0	0	0	0	0	0
3450417	57	0	0	0	0	0	0	0
3450427	56	0	0	0	0	0	0	0
3450437	56	0	0	0	0	0	0	0
3450447	65	0	0	0	0	0	1	1
3450457	82	0	0	0	0	0	2	2
3450467	94	0	0	0	0	0	2	2
3450477	117	0	0	0	0	0	2	2
3450487	114	0	0	0	0	0	2	2
3450497	112	0	0	0	0	0	2	2
3450507	111	0	0	0	0	0	3	3
3450517	103	0	0	0	0	0	3	3
3450527	101	0	0	0	0	0	3	3
3450537	105	0	0	0	0	0	5	5
3450547	106	0	0	0	0	0	5	5
3450557	96	0	0	0	0	0	3	3
3450567	84	0	0	0	0	0	3	3
3450577	75	0	0	0	0	0	4	4
3450587	47	0	0	0	0	0	4	4
3450597	47	0	0	0	0	0	3	3
3450607	53	1	0	0	0	0	3	3
3450617	56	1	0	0	0	0	3	3
3450627	62	1	0	0	0	0	3	3
3450637	66	1	0	0	0	0	2	2
3450647	68	1	0	0	0	0	1	1
3450657	73	1	0	0	0	0	1	1
3450667	75	1	0	0	0	0	1	1
3450677	75	1	0	0	0	0	1	1
3450687	72	1	0	0	0	0	0	0
3450697	77	1	0	0	0	0	0	0
3450707	76	1	0	0	0	0	0	0
3450717	71	0	0	0	0	0	2	2
3450727	69	0	0	0	0	0	5	5
3450737	63	0	0	0	0	0	7	7
3450747	61	0	0	0	0	0	10	10
3450757	57	0	0	0	0	0	10	10
3450767	47	0	0	0	0	0	10	10
3450777	57	0	0	0	0	0	13	13
3450787	61	0	0	0	0	0	14	14
3450797	67	0	0	0	0	0	17	17
3450807	65	0	0	0	0	0	18	18
3450817	58	0	0	0	0	0	9	9
3450827	60	0	0	0	0	0	9	9
3450837	63	0	0	0	0	0	9	9
3450847	68	0	0	0	0	0	9	9
3450857	74	0	0	0	0	0	11	11
3450867	77	0	0	0	0	0	11	11
3450877	82	0	0	0	0	0	11	11
3450887	68	0	0	0	0	0	3	3
3450897	65	0	0	0	0	0	3	3
3450907	64	0	0	0	0	0	2	2
3450917	63	0	0	0	0	0	2	2
3450927	60	0	0	0	0	0	2	2
3450937	64	0	0	0	0	0	2	2
3450947	69	0	0	0	0	0	1	1
3450957	67	0	0	0	0	0	2	2
3450967	62	0	0	0	0	0	1	1
3450977	68	0	0	0	0	0	2	2
3450987	72	0	0	0	0	0	2	2
3450997	73	0	0	2	0	0	3	3
3451007	74	0	0	2	0	0	4	4
3451017	72	0	0	2	0	0	5	5
3451027	70	0	0	2	0	0	5	5
3451037	73	0	0	2	0	0	5	5
3451047	65	0	0	2	0	0	6	6
3451057	64	0	0	2	0	0	5	5
3451067	64	0	0	2	0	0	4	4
3451077	65	0	0	2	0	0	4	4
3451087	61	0	0	2	0	0	4	4
3451097	58	0	0	2	0	0	5	5
3451107	57	0	0	0	0	0	3	3
3451117	52	0	0	0	0	0	3	3
3451127	51	0	0	0	0	0	2	2
3451137	51	0	0	0	0	0	2	2
3451147	48	0	0	0	0	0	1	1
3451157	53	0	0	0	0	0	1	1
3451167	49	0	0	0	0	0	1	1
3451177	54	0	0	0	0	0	1	1
3451187	50	0	0	0	0	0	1	1
3451197	46	0	0	0	0	0	0	0
3451207	47	0	0	0	0	0	0	0
3451217	44	0	0	0	0	0	0	0
3451227	44	0	0	0	0	0	0	0
3451237	44	0	0	0	0	0	0	0
3451247	42	0	0	0	0	0	0	0
3451257	41	0	0	0	0	0	0	0
3451267	37	0	0	0	0	0	0	0
3451277	31	0	0	0	0	0	0	0
