3450287	341
3450297	371,244
3450307	515,235,346
3450317	424,349,353,349
3450327	313
3450337	321,412,230,274,283,325,384
3450347	315
3450357	268,475,303
3450367	351,368
3450377	206
3450387	194,385,387
3450397	275,345,304,242
3450407	299,372,318
3450417	312,268
3450427	NA
3450437	349,275
3450447	280
3450457	351
3450467	280,311,354
3450477	293
3450487	302,332
3450497	283,306,440
3450507	298,310,205,265,469,296
3450517	NA
3450527	267,332,258
3450537	341,455,348
3450547	330
3450557	392
3450567	421
3450577	427
3450587	NA
3450597	NA
3450607	NA
3450617	NA
3450627	NA
3450637	311,388,183
3450647	266
3450657	248
3450667	212,199,196
3450677	196,190,216
3450687	333
3450697	392
3450707	229,236,266,299
3450717	286
3450727	249,369,379,144,257
3450737	261,289,289,269,288
3450747	286,560
3450757	283,306,282,208,306,287
3450767	NA
3450777	322,371,314
3450787	NA
3450797	317,170,304,265
3450807	233,301,298,326,331,265,328,232,267,218,258
3450817	255
3450827	NA
3450837	363
3450847	353
3450857	NA
3450867	NA
3450877	289,323,225,284,350
3450887	268,254,273,294,317,268
3450897	262,211,255,320
3450907	300,202,295,312
3450917	348,316,322
3450927	230,139,156
3450937	247
3450947	191,274,286,337,337
3450957	295,267,331,260,74
3450967	415,233,314
3450977	415,320,323
3450987	241,197
3450997	242,215,305,304,321
3451007	248,346,334
3451017	369,311,237,221
3451027	247,328
3451037	315,392,361,418
3451047	272,244,271,353,377
3451057	278,289
3451067	425
3451077	300,260,288,325,294
3451087	309,403,308,285,227,268
3451097	NA
3451107	266,175,333
3451117	NA
3451127	457
3451137	259,359,335
3451147	NA
3451157	296,375,327,319,137,253
3451167	267,389
3451177	313,233
3451187	337,554,278,274,322
3451197	378,293,390
3451207	264,305,366
3451217	NA
3451227	283,271
3451237	279,304,441,274
3451247	NA
3451257	396,336
3451267	248,396
3451277	192,283,311,340,272
