7498859	322,369
7498875	361,443,222,289
7498891	339,354,257,379,347,339
7498907	164,338
7498923	300,303,407,333
7498939	360,386,270,261
7498955	414,345
7498971	237,258
7498987	171,244,295,318,372,297
7499003	293,410
7499019	511,184,275
7499035	502,357
7499051	390,283
7499067	355,284
7499083	NA
7499099	401
7499115	NA
7499131	294,282,418
7499147	358,454,321,189
7499163	243,365
7499179	160,364,379,362,195
7499195	299
7499211	NA
7499227	323,402
7499243	371,328
7499259	273
7499275	NA
7499291	314,285,324,345
7499307	277,371
7499323	NA
7499339	300,283,316
7499355	380
7499371	160,246,308
7499387	282,445,245
7499403	NA
7499419	203
7499435	395,260,369
7499451	79,285,268,413,330
7499467	279,381,381,404
7499483	267,331,267,116,304,387
7499499	256,262,250,304
7499515	NA
7499531	275,278,209,428,304
7499547	306,274
7499563	NA
7499579	NA
7499595	423,310,347,301,316,275
7499611	315,320,222
7499627	393,198,384,364
7499643	332
7499659	174,344,218,341,353,369
7499675	341,311,351,337,370,333,373,270
7499691	195,245,218
7499707	278,293
7499723	388,218
7499739	292,294,307,373
7499755	300,393
7499771	359,82,423
7499787	249,265,266,227,315,319
7499803	217,255,413,230,346,238,248,194
7499819	286,401,323,328,308
7499835	374,293,271,427,225
7499851	325,113,352,428,259,273
7499867	74,276,310
7499883	244,254
7499899	353,292,387,275
7499915	335,232
7499931	430,412,178,188
7499947	317,400
7499963	377,325
7499979	191
7499995	287,360,377,291,286
7500011	238,339,362
7500027	388
7500043	216,401
7500059	342,234
7500075	319,110
7500091	328,271,229
7500107	274
7500123	261,309
7500139	NA
7500155	392,238
7500171	435,372
7500187	239,243,343
7500203	193,318,282,400
7500219	NA
7500235	363
7500251	234,302,323
7500267	421,354,358,351,259
7500283	109,314,282,220,200
7500299	229,255,296,322,357
7500315	316,310,310,241,430,147,227
7500331	363,212,392,312
7500347	318,397,314,356,356
7500363	338,342,374,290,397,426,387,453
7500379	301,243,390
7500395	369,419,332
7500411	365,366,298,409,337,383,244,246
7500427	306,331,332,354,329
7500443	440,361
7500459	335,311,362,278,188,272
7500475	263,344,359,329,456,575,475
7500491	304,337,190,244,478
7500507	539,433,277
