bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	27	0	0	0	0	0	0	0
3450297	28	0	0	0	0	0	0	0
3450307	31	0	0	0	0	0	0	0
3450317	39	0	0	0	0	0	0	0
3450327	39	0	0	0	0	0	0	0
3450337	46	0	0	0	0	0	0	0
3450347	52	0	0	0	0	0	1	1
3450357	57	0	0	0	0	0	1	1
3450367	61	0	0	0	0	0	1	1
3450377	60	0	0	0	0	0	1	1
3450387	58	0	0	0	0	0	1	1
3450397	57	0	0	0	0	0	0	0
3450407	66	0	0	0	0	0	0	0
3450417	65	0	0	0	0	0	0	0
3450427	62	0	0	0	0	0	0	0
3450437	62	0	0	0	0	0	0	0
3450447	60	0	0	0	0	0	0	0
3450457	68	0	0	0	0	0	0	0
3450467	74	1	0	0	0	0	0	0
3450477	87	1	0	0	0	0	0	0
3450487	85	1	0	0	0	0	0	0
3450497	90	1	0	0	0	0	0	0
3450507	99	2	0	3	0	0	3	3
3450517	96	2	0	4	0	0	5	5
3450527	98	2	0	4	0	0	5	5
3450537	97	2	0	4	0	0	7	7
3450547	104	3	0	4	0	0	9	9
3450557	105	3	0	4	0	0	9	9
3450567	95	3	0	4	0	0	9	9
3450577	85	2	0	3	0	0	8	8
3450587	69	2	0	3	0	0	6	6
3450597	71	2	0	2	0	0	5	5
3450607	66	1	0	2	0	0	4	4
3450617	62	1	0	2	0	0	3	3
3450627	62	1	0	0	0	1	3	3
3450637	59	0	0	0	0	1	1	1
3450647	64	0	0	0	0	1	1	1
3450657	64	0	0	0	0	1	1	1
3450667	63	0	0	0	0	1	1	1
3450677	61	0	0	0	0	1	1	1
3450687	62	0	0	0	0	0	0	0
3450697	65	0	0	0	0	0	0	0
3450707	56	0	0	0	0	0	0	0
3450717	60	0	0	0	0	0	0	0
3450727	62	0	0	0	0	0	0	0
3450737	59	0	0	0	0	0	0	0
3450747	54	0	0	0	0	0	0	0
3450757	53	0	0	0	0	0	0	0
3450767	45	0	0	0	0	0	0	0
3450777	50	1	0	0	0	0	0	0
3450787	52	1	0	0	0	0	0	0
3450797	51	1	0	0	0	0	0	0
3450807	53	1	0	0	0	0	0	0
3450817	59	1	0	0	0	0	0	0
3450827	60	1	0	0	0	0	0	0
3450837	61	1	0	0	0	0	0	0
3450847	60	1	0	0	0	0	0	0
3450857	60	1	0	0	0	0	0	0
3450867	64	1	0	0	0	0	0	0
3450877	62	1	0	0	0	0	0	0
3450887	62	1	0	0	0	0	0	0
3450897	61	0	0	0	0	0	0	0
3450907	56	0	0	0	0	0	0	0
3450917	57	0	0	0	0	0	0	0
3450927	59	0	0	0	0	0	0	0
3450937	59	0	0	0	0	0	0	0
3450947	60	0	0	0	0	0	0	0
3450957	59	0	0	0	0	0	0	0
3450967	61	0	0	0	0	0	0	0
3450977	60	0	0	0	0	0	0	0
3450987	62	0	0	0	0	0	2	2
3450997	62	0	0	0	0	0	4	4
3451007	65	0	0	0	0	0	7	7
3451017	68	0	0	0	0	0	8	8
3451027	69	0	0	0	0	0	9	9
3451037	66	0	0	0	0	0	9	9
3451047	62	0	0	0	0	0	9	9
3451057	60	0	0	0	0	0	9	9
3451067	61	0	0	0	0	0	8	8
3451077	57	0	0	0	0	0	4	4
3451087	54	0	0	0	0	0	3	3
3451097	53	0	0	0	0	0	3	3
3451107	53	0	0	0	0	0	2	2
3451117	50	0	0	0	0	0	2	2
3451127	48	0	0	0	0	0	1	1
3451137	41	0	0	0	0	0	0	0
3451147	44	0	0	0	0	0	0	0
3451157	44	0	0	0	0	0	0	0
3451167	43	0	0	0	0	0	0	0
3451177	45	0	0	0	0	0	0	0
3451187	40	0	0	0	0	0	0	0
3451197	40	0	0	0	0	0	0	0
3451207	41	0	0	0	0	0	0	0
3451217	38	0	0	0	0	0	1	1
3451227	38	0	0	0	0	0	1	1
3451237	34	0	0	0	0	0	1	1
3451247	34	0	0	0	0	0	1	1
3451257	31	0	0	0	0	0	1	1
3451267	30	0	0	0	0	0	1	1
3451277	29	0	0	0	0	0	1	1
