69451532	289,325,325
69451542	359,394,336
69451552	NA
69451562	244
69451572	323,374
69451582	301,282,419,302
69451592	332,319
69451602	NA
69451612	289
69451622	233,392,646
69451632	336,393
69451642	286
69451652	292,370,375,374,317
69451662	209
69451672	358,358,241
69451682	331,314
69451692	281,294
69451702	350,134,408
69451712	300,464,360
69451722	353,174,295,320,226
69451732	272,311,273
69451742	NA
69451752	328,271,290
69451762	157,233,352,255,493
69451772	361
69451782	365
69451792	221
69451802	378,192,274
69451812	275
69451822	360,348,298,245,407,482
69451832	211,228,225,447,270,376,399
69451842	379,335,373
69451852	375
69451862	398
69451872	320,421,322
69451882	292,296,452,263,356
69451892	245,217
69451902	320,324
69451912	479
69451922	187
69451932	380
69451942	339,378
69451952	285,343,343
69451962	307,228,271,465
69451972	211,363
69451982	225,277,376,129,314
69451992	352,386
69452002	322,326,554
69452012	274,447,537
69452022	518
69452032	335,353
69452042	406,242
69452052	NA
69452062	339,220
69452072	NA
69452082	198,350,370
69452092	209
69452102	358,154,312
69452112	316,416,273,269
69452122	275,262,297,235,321
69452132	425,483,317
69452142	470,350,271
69452152	318,209,397,400,420
69452162	322
69452172	NA
69452182	291,233
69452192	295,321,352,228,347,322,388
69452202	330,411,330,333
69452212	391
69452222	306
69452232	231,284,338,334,322
69452242	463
69452252	281,270,329
69452262	324,237
69452272	219,314,430,244
69452282	352,417,229,283,345,525,305
69452292	238
69452302	318,283
69452312	216,375,279,374
69452322	326
69452332	342,350
69452342	167,281,328,349,367
69452352	NA
69452362	305,243
69452372	235,315,362,400
69452382	302,404,280,241
69452392	332,318
69452402	304
69452412	353,256
69452422	284,316,326,382,297
69452432	383,311
69452442	334,393
69452452	388,369
69452462	405,198,317,299,299,301
69452472	281,298,330
69452482	207,285,408
69452492	281
69452502	225
69452512	322,371,242,390,310
69452522	360
