69451532	317,454,371,290
69451542	254,236
69451552	343,532,348
69451562	NA
69451572	329,326,333,398,303
69451582	266,400,253,395
69451592	430
69451602	319,360,347
69451612	320,218,401,346,437,361
69451622	NA
69451632	385
69451642	267,237,209
69451652	322,301,279,271,306
69451662	293,467,249,279
69451672	331,388,431,374,343,335,374
69451682	398,335,273,400,329
69451692	309,316,308,306,354
69451702	420,273
69451712	288,340,268
69451722	295,295,339,379,245,214,292,390,345
69451732	377,317
69451742	368
69451752	297,352,391
69451762	282,301
69451772	294
69451782	415
69451792	275
69451802	274,358
69451812	288,244
69451822	289,299
69451832	134
69451842	412,336,323,343,345
69451852	233,325
69451862	325,282
69451872	209
69451882	395,301,336
69451892	302,323,359
69451902	174,289,408
69451912	319,241,157
69451922	332,286
69451932	394
69451942	292,374
69451952	226
69451962	336
69451972	463,281,317
69451982	NA
69451992	294,233,192,314
69452002	272,419
69452012	273,300,331,221,392
69452022	255,295,370,271,393,375,374
69452032	358,358
69452042	311,211,290,320
69452052	225
69452062	228
69452072	245,274,353,328
69452082	NA
69452092	360,275
69452102	NA
69452112	270,217,187,129,352
69452122	298
69452132	245
69452142	408
69452152	263
69452162	NA
69452172	464,292
69452182	360,211,378
69452192	320,228,348,322,296
69452202	335,225
69452212	376,373,379
69452222	320
69452232	324,407,375,285
69452242	NA
69452252	493
69452262	154,271
69452272	307,646,356
69452282	254,447,398,399,277,198,339,220,242
69452292	274,421,343
69452302	314,343,209
69452312	482,380
69452322	322,378
69452332	274,326,452
69452342	363,339,352
69452352	NA
69452362	376,235,209,335
69452372	NA
69452382	273,386,269,353,262
69452392	275,479
69452402	339
69452412	233,271
69452422	297,312,228,370,316
69452432	465,350
69452442	385,406,321
69452452	317,370
69452462	231,358,447,318
69452472	291
69452482	295,322
69452492	219,350
69452502	237,167
69452512	321,229,284
69452522	322,244,270,306,416
