bin	total	mapQltT	mapQ0
3450287	42	0	0
3450297	41	0	0
3450307	39	0	0
3450317	38	0	0
3450327	38	0	0
3450337	42	0	0
3450347	41	0	0
3450357	40	0	0
3450367	39	0	0
3450377	38	0	0
3450387	36	0	0
3450397	36	0	0
3450407	37	0	0
3450417	37	0	0
3450427	35	0	0
3450437	32	0	0
3450447	35	3	0
3450457	50	21	0
3450467	66	38	0
3450477	82	52	0
3450487	91	63	0
3450497	94	66	0
3450507	90	66	0
3450517	89	68	0
3450527	90	69	0
3450537	90	71	0
3450547	92	69	0
3450557	77	52	0
3450567	65	36	0
3450577	53	23	0
3450587	41	9	0
3450597	42	7	0
3450607	47	6	0
3450617	50	4	0
3450627	51	3	0
3450637	48	0	0
3450647	45	0	0
3450657	46	0	0
3450667	46	0	0
3450677	50	0	0
3450687	52	0	0
3450697	51	0	0
3450707	48	0	0
3450717	45	0	0
3450727	43	0	0
3450737	44	0	0
3450747	47	0	0
3450757	47	0	0
3450767	42	0	0
3450777	36	0	0
3450787	33	0	0
3450797	37	0	0
3450807	44	0	0
3450817	48	0	0
3450827	51	0	0
3450837	53	0	0
3450847	52	0	0
3450857	52	0	0
3450867	53	0	0
3450877	51	0	0
3450887	45	0	0
3450897	45	0	0
3450907	42	0	0
3450917	40	0	0
3450927	38	0	0
3450937	43	0	0
3450947	45	0	0
3450957	46	0	0
3450967	47	0	0
3450977	48	0	0
3450987	48	0	0
3450997	52	0	0
3451007	54	0	0
3451017	56	0	0
3451027	57	0	0
3451037	54	0	0
3451047	51	0	0
3451057	49	0	0
3451067	49	0	0
3451077	45	0	0
3451087	43	0	0
3451097	41	0	0
3451107	40	0	0
3451117	36	0	0
3451127	32	0	0
3451137	30	0	0
3451147	30	0	0
3451157	31	0	0
3451167	33	0	0
3451177	34	0	0
3451187	39	0	0
3451197	38	0	0
3451207	39	0	0
3451217	40	0	0
3451227	43	0	0
3451237	45	0	0
3451247	47	0	0
3451257	52	0	0
3451267	53	0	0
3451277	58	0	0
