bin	reads	orphaned	inverted	samestrand	secondary	supplementary	clipped	diffmol
3450287	28	0	0	0	0	0	0	0
3450297	28	0	0	0	0	0	0	0
3450307	28	0	0	0	0	0	0	0
3450317	33	0	0	0	0	0	0	0
3450327	33	0	0	0	0	0	0	0
3450337	37	0	0	0	0	0	0	0
3450347	39	0	0	0	0	0	0	0
3450357	38	0	0	0	0	0	0	0
3450367	38	0	0	0	0	0	0	0
3450377	38	0	0	0	0	0	0	0
3450387	39	0	0	0	0	0	0	0
3450397	39	0	0	0	0	0	0	0
3450407	43	0	0	0	0	0	0	0
3450417	42	0	0	0	0	0	0	0
3450427	38	0	0	0	0	0	0	0
3450437	37	0	0	0	0	0	1	1
3450447	43	1	0	0	0	0	1	1
3450457	62	1	0	0	0	0	2	2
3450467	74	1	0	0	0	0	2	2
3450477	93	2	0	0	0	0	2	2
3450487	98	2	0	0	0	0	2	2
3450497	95	2	0	0	0	0	2	2
3450507	95	2	0	0	0	0	2	2
3450517	95	2	0	0	0	0	2	2
3450527	93	2	0	0	0	0	2	2
3450537	95	2	0	0	0	0	2	2
3450547	97	2	0	0	0	0	1	1
3450557	94	1	0	0	0	0	1	1
3450567	76	1	0	0	0	0	0	0
3450577	67	1	0	0	0	0	0	0
3450587	50	0	0	0	0	0	0	0
3450597	45	0	0	0	0	0	0	0
3450607	53	0	0	0	0	0	0	0
3450617	58	0	0	0	0	0	0	0
3450627	53	0	0	0	0	0	0	0
3450637	51	0	0	0	0	0	0	0
3450647	52	0	0	0	0	0	0	0
3450657	52	0	0	0	0	0	0	0
3450667	54	0	0	0	0	0	0	0
3450677	58	0	0	0	0	0	0	0
3450687	58	0	0	0	0	0	0	0
3450697	55	0	0	0	0	0	0	0
3450707	55	0	0	0	0	0	1	1
3450717	50	0	0	0	0	0	2	2
3450727	46	0	0	0	0	0	2	2
3450737	46	0	0	0	0	0	2	2
3450747	53	0	0	0	0	0	5	5
3450757	51	0	0	0	0	0	5	5
3450767	47	0	0	0	0	0	5	5
3450777	42	0	0	0	0	1	6	6
3450787	41	0	0	0	0	1	8	8
3450797	44	0	0	0	0	1	11	11
3450807	53	0	0	0	0	1	14	14
3450817	53	0	0	0	0	1	13	13
3450827	56	0	0	0	0	1	13	13
3450837	54	0	0	0	0	0	12	12
3450847	56	0	0	0	0	0	12	12
3450857	57	0	0	0	0	0	13	13
3450867	54	0	0	0	0	0	13	13
3450877	61	0	0	2	0	0	13	13
3450887	52	0	0	2	0	0	1	1
3450897	48	0	0	2	0	0	1	1
3450907	47	0	0	2	0	0	1	1
3450917	45	0	0	2	0	0	1	1
3450927	44	0	0	2	0	0	1	1
3450937	47	0	0	4	0	0	1	1
3450947	52	1	0	4	0	0	2	2
3450957	49	1	0	4	0	0	1	1
3450967	51	1	0	4	0	0	1	1
3450977	52	1	0	4	0	0	1	1
3450987	53	1	0	2	0	0	2	2
3450997	58	1	0	2	0	0	3	3
3451007	59	0	0	2	0	0	2	2
3451017	62	0	0	2	0	0	2	2
3451027	62	0	0	2	0	0	2	2
3451037	60	0	0	2	0	0	2	2
3451047	56	0	0	0	0	0	2	2
3451057	53	0	0	0	0	0	2	2
3451067	53	0	0	0	0	0	2	2
3451077	50	0	0	0	0	0	0	0
3451087	48	0	0	0	0	0	0	0
3451097	47	0	0	0	0	0	0	0
3451107	44	0	0	0	0	0	0	0
3451117	42	0	0	0	0	0	1	1
3451127	35	0	0	0	0	0	1	1
3451137	34	0	0	0	0	0	1	1
3451147	35	0	0	0	0	0	1	1
3451157	36	0	0	0	0	0	1	1
3451167	38	0	0	0	0	0	1	1
3451177	40	0	0	0	0	0	1	1
3451187	39	0	0	0	0	0	1	1
3451197	38	0	0	0	0	0	1	1
3451207	33	0	0	0	0	0	1	1
3451217	30	0	0	0	0	0	0	0
3451227	27	0	0	0	0	0	0	0
3451237	31	0	0	0	0	0	0	0
3451247	32	0	0	0	0	0	0	0
3451257	31	0	0	0	0	0	0	0
3451267	31	0	0	0	0	0	0	0
3451277	29	0	0	0	0	0	0	0
